mt_system	doc_id	seg_id	annotator_id	source	target	start_ids	end_ids	errors
metricsystem3	en.ndtv.com.75106	7	rater1	A video in which the boy alleged that the officials had warned him in the morning to remove his cart or pay Rs 100 as bribe had gone viral on social media.	Видеоролик, в котором мальчик утверждал, что чиновники предупредили его утром убрать его тележку или заплатить 100 рупий, поскольку взятка стала вирусной в социальных сетях.	122 145	134 156	major major
metricsystem3	en.ndtv.com.75106	8	rater1	When he refused, the officials tipped his cart over, destroying all the eggs, the boy alleged.	Когда он отказался, чиновники опрокинули его тележку, уничтожив все яйца, утверждал мальчик.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	9	rater1	The boy had also claimed that his daily sale has been down due to the pandemic and the loss of his stock will put additional financial burden on him, in the video.	Мальчик также утверждал, что его ежедневная распродажа снизилась из-за пандемии, и потеря его акций создаст для него дополнительное финансовое бремя, как в видео.	44	57	major
metricsystem3	en.ndtv.com.75106	10	rater1	Since Thursday, the boy's family has been overwhelmed with support from people across the country, many of them offering help in both cash and kind.	С четверга семья мальчика была перегружена поддержкой людей по всей стране, многие из которых предлагали помощь как наличными, так и в натуральной форме.	31	45	major
metricsystem3	en.ndtv.com.75106	11	rater1	The family has also received help from locals.	Семья также получила помощь от местных жителей.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	12	rater1	While former chief minister Digvijaya Singh has offered financial support and help to get the children admitted in a college, BJP MLA from Indore, Ramesh Mendola, has assured to provide a house under the Pradhan Mantri Awas Yojana to the child.	В то время как бывший главный министр Дигвиджая Сингх предложил финансовую поддержку и помощь в приеме детей в колледж, BJP MLA из Индаура Рамеш Мендола заверил, что предоставит ребенку дом под Прадхан Мантри Авас Йоджаной.	120	130	major
metricsystem3	en.ndtv.com.75106	13	rater1	Indore Press Club has also provided ration and money to the boy.	Indore Press Club также предоставил мальчику рацион и деньги.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	14	rater1	Congress leader Rahul Gandhi's office and Delhi Chief Minister Arvind Kejriwal has also offered help.	Офис лидера Конгресса Рахула Ганди и главный министр Дели Арвинд Кейривал также предложили помощь.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	15	rater1	"""We are overwhelmed by the support from people across the country."	«Мы поражены поддержкой со стороны людей по всей стране.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	16	rater1	(BJP MLA) Ramesh Mendola has assured a flat under the Pradhan Mantri Awas Yojana.	(BJP MLA) Рамеш Мендола заверил квартиру под Прадхан Мантри Авас Йоджаной.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	17	rater1	He has also provided a cycle and Rs 2,500.	Он также предоставил цикл и 2500 рупий.	21	28	major
metricsystem3	en.ndtv.com.75106	18	rater1	Digvijaya Singh has provided Rs 10,000 and assurance to look after the education of the two children.	Дигвиджая Сингх предоставил 10 000 рупий и предоставил гарантию на образование двух детей.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	19	rater1	Rahul Gandhi's office has also called and offered support.	Офис Рахула Ганди также позвонил и предложил поддержку.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	20	rater1	A woman from Delhi Chief Minister Arvind Kejriwal called and offered help.	Женщина из главного министра Дели Арвинд Кейривал позвонила и предложила помощь.	-1	-1	no-error
metricsystem3	en.ndtv.com.75106	21	rater1	"Jyothiraditya Scindia has also offered support,"" Paras's grandfather said."	Jyothiraditya Scindia также предложила поддержку, - сказал дед Парас.	0	24	major
metricsystem3	sky.com.33889	1	rater1	Home Secretary Priti Patel demands explanation from Twitter and Instagram over 'abhorrent' Wiley tweets	Министр внутренних дел Прити Патель требует от Твиттера и Instagram объяснений по поводу «отвратительных» твиттов Уайли	58	70	major
metricsystem3	sky.com.33889	2	rater1	"Priti Patel has demanded an explanation from Twitter and Instagram over the length of time it took to remove ""abhorrent"" posts made by Wiley."	Прити Патель потребовала от Твиттера и Инстаграма объяснений, сколько времени понадобилось, чтобы удалить «отвратительные» посты, сделанные Вили.	-1	-1	no-error
metricsystem3	sky.com.33889	3	rater1	Police are currently investigating a series of antisemitic comments posted on the Grime artist's social media accounts.	В настоящее время полиция расследует серию антисемитских комментариев, размещенных в социальных сетях художника Грайма.	102	114	major
metricsystem3	sky.com.33889	4	rater1	"The Home Secretary tweeted on Sunday: ""The antisemitic posts from Wiley are abhorrent."	В воскресенье министр внутренних дел написал в Твиттере: «Антисемитские посты от Вили отвратительны.	-1	-1	no-error
metricsystem3	sky.com.33889	5	rater1	"""They should not have been able to remain on Twitter and Instagram for so long and I have asked them for a full explanation."	«Они не должны были оставаться в Twitter и Instagram так долго, и я попросил у них полного объяснения.	33 43	43 55	major major
metricsystem3	sky.com.33889	6	rater1	"""Social media companies must act much faster to remove such appalling hatred from their platforms."""	«Компании социальных сетей должны действовать намного быстрее, чтобы убрать такую ужасную ненависть со своих платформ».	-1	-1	no-error
metricsystem3	sky.com.33889	7	rater1	"Twitter was accused of ""ignoring antisemitism"" as Wiley's tweets were still visible 12 hours after they were first posted."	Твиттер был обвинен в «игнорировании антисемитизма», так как твиты Уайли все еще были видны через 12 часов после их первой публикации.	-1	-1	no-error
metricsystem3	sky.com.33889	8	rater1	A number of tweets have since been removed and the 41-year-old has been issued a seven-day ban by the site.	С тех пор был удален ряд твитов, и 41-летний сайт получил семидневный запрет на сайте.	45	52	major
metricsystem3	sky.com.33889	9	rater1	"Twitter previously said Wiley's account had been temporarily locked ""for violating our hateful conduct policy,"" while Facebook said there was ""no place for hate speech on Instagram."""	Ранее в Твиттере говорилось, что аккаунт Уайли был временно заблокирован «за нарушение нашей политики ненавистного поведения», в то время как Facebook заявил, что «в Instagram нет места ненавистническим высказываниям».	142 166	153 178	major major
metricsystem3	sky.com.33889	10	rater1	"The Metropolitan Police said on Saturday: ""The Met takes all reports of antisemitism extremely seriously. The relevant material is being assessed."""	Столичная полиция заявила в субботу: «Мет очень серьезно относится ко всем сообщениям об антисемитизме. Соответствующий материал оценивается».	37	44	major
metricsystem3	sky.com.33889	11	rater1	"Meanwhile, Wiley's management company, A-List Management, ""cut all ties"" with the star."	Между тем управляющая компания Wiley, A-List Management, «разорвала все связи» со звездой.	31	39	major
metricsystem3	sky.com.33889	12	rater1	"The artist's now former manager, John Woolf, who is Jewish, wrote on Twitter: ""Following Wiley's antisemitic tweets today we at @A_ListMGMT have cut all ties with him. There is no place in society for antisemitism."""	Теперь бывший менеджер артиста, Джон Вульф, еврей, написал в Твиттере: «Сегодня, после антисемитских твитов Уайли, мы в @A_ListMGMT разорвали с ним все связи. В обществе нет места антисемитизму».	-1	-1	no-error
metricsystem3	sky.com.33889	13	rater1	"He had earlier said he did not support or condone what Wiley posted but that he would speak to him privately and ""help educate him."""	Ранее он сказал, что не поддерживает и не оправдывает то, что написал Вайли, но что он будет говорить с ним в частном порядке и «помогать обучать его».	-1	-1	no-error
metricsystem3	sky.com.33889	14	rater1	However, in a video on Instagram, Wiley appeared to say it was him who had cut ties with his management.	Тем не менее, в видео на Instagram Уайли, казалось, сказал, что именно он разорвал связи со своим руководством.	25	37	major
metricsystem3	sky.com.33889	15	rater1	Other MPs criticised Twitter for allowing the tweets to remain visible.	Другие депутаты раскритиковали Twitter за то, что позволили твитам оставаться видимыми.	31	41	major
metricsystem3	sky.com.33889	16	rater1	"Labour MP Jess Phillips said on Saturday: ""Just seen all the Wiley stuff. Why on earth have @Twitter left up such blatant antisemitism and hatred? It hits all the dangerous beats, Jews get things you don't get, they are in control, they think their better... This is dangerous stuff. Surely it should come down."""	Депутат от лейбористской партии Джесс Филлипс сказал в субботу: «Только что видел все вещи Вайли. С какой стати @Twitter оставил такой вопиющий антисемитизм и ненависть? Это поражает все опасные биты, евреи получают вещи, которых вы не получаете, они контролируют, они думают, что их лучше ... Это опасные вещи. Конечно, это должно сойти».	-1	-1	no-error
metricsystem3	sky.com.33889	17	rater1	"Fellow MP Neil Coyle added: ""His management appear able to act quicker than @Twitter emphasising, once again, that legislation (including the Online Harms Bill) should ensure social media platforms are not used to spread hate."""	Член парламента Нил Койл добавил: «Похоже, его руководство способно действовать быстрее, чем @Twitter, еще раз подчеркивая, что законодательство (в том числе Online Harms Bill) должно гарантировать, что платформы социальных сетей не используются для распространения ненависти».	-1	-1	no-error
metricsystem3	sky.com.33889	18	rater1	"John Mann, the government's independent adviser on antisemitism, said the tweets ""demonstrated precisely why the law needs changing to hold them to reasonable account."""	Джон Манн, независимый советник правительства по антисемитизму, сказал, что твиты «продемонстрировали, почему именно закон нуждается в изменении, чтобы держать их на разумном счете».	175	184	major
metricsystem3	sky.com.33889	19	rater1	"Meanwhile, the Campaign Against Antisemitism asked police to investigate Wiley's content and called on his social media accounts to be shut down ""to prevent further outpouring of anti-Jewish venom."""	Тем временем Кампания против антисемитизма просила полицию провести расследование по поводу содержания Уайли и призвала закрыть его учетные записи в социальных сетях, «чтобы предотвратить дальнейшее излияние антиеврейского яда».	-1	-1	no-error
metricsystem3	sky.com.33889	20	rater1	Wiley, known as the Godfather of Grime and whose real name is Richard Cowie, received an MBE for services to music in 2018.	Вайли, известный как крестный отец Грайма и настоящее имя которого Ричард Коуи, получил MBE за музыкальные услуги в 2018 году.	88	94	major
metricsystem3	foxnews.106537	1	rater1	Kudlow says next coronavirus stimulus bill will include more checks, extend moratorium on evictions	Кудлоу говорит, что следующий законопроект о стимулировании коронавируса будет включать больше проверок, продление моратория на выселения	-1	-1	no-error
metricsystem3	foxnews.106537	2	rater1	White House economic adviser Larry Kudlow promised on Sunday that the federal government will extend the moratorium on evictions and send out another round of checks as part of the next coronavirus stimulus package.	Экономический советник Белого дома Ларри Кудлоу пообещал в воскресенье, что федеральное правительство продлит мораторий на выселения и отправит еще один раунд проверок в рамках следующего пакета мер по стимулированию коронавируса.	135	146	major
metricsystem3	foxnews.106537	3	rater1	Kudlow's comments come after a week where the White House's hoped for payroll tax cuts were shot down by Congress.	Комментарии Кудлоу появились через неделю, когда Конгресс надеялся, что Белый дом надеется на снижение налогов на заработную плату.	58	69	major
metricsystem3	foxnews.106537	4	rater1	"""There's a $1,200 check coming. That is going to be part of the new package. I would have preferred a payroll tax cut, on top of that check,"" Kudlow said on CNN's ""State of the Union."	"""Приходит чек на 1200 долларов. Это будет частью нового пакета. Я бы предпочел снижение налога на фонд заработной платы, помимо этого чека"", - сказал Кудлоу в ""CNN"" о состоянии Союза."	167 170 172	169 174 190	minor major major
metricsystem3	foxnews.106537	5	rater1	"""But, be that as it may, politically, it doesn't work."""	«Но, как бы то ни было, политически это не сработает».	-1	-1	no-error
metricsystem3	foxnews.106537	6	rater1	While no deal has been officially announced, Treasury Secretary Steve Mnuchin and White House chief of staff Mark Meadows have been on Capitol Hill recently to discuss the details of a new relief package with congressional leaders.	Хотя о сделке официально не сообщалось, министр финансов Стив Мнучин и глава аппарата Белого дома Марк Медоус недавно были на Капитолийском холме, чтобы обсудить детали нового пакета помощи с лидерами конгресса.	-1	-1	no-error
metricsystem3	foxnews.106537	7	rater1	On ending the additional $600 in unemployment benefits the federal government was supplying, Kudlow argued that the extra money was hurting small businesses from hiring workers.	Отказавшись от дополнительных 600 долларов в виде пособий по безработице, которые предоставляло федеральное правительство, Кудлоу утверждал, что дополнительные деньги наносят вред малому бизнесу при найме работников.	-1	-1	no-error
metricsystem3	foxnews.106537	8	rater1	"""We have had a flood of inquiries and phone calls and complaints that small stores and businesses, restaurants can't hire people back,"" he said."	«У нас было множество запросов и телефонных звонков и жалоб на то, что небольшие магазины и предприятия, рестораны не могут нанимать людей обратно», - сказал он.	-1	-1	no-error
metricsystem3	foxnews.106537	9	rater1	"""They went too far. Maybe last March, it was necessary for that, but, really, there are consequences of people not returning to work."""	«Они зашли слишком далеко. Возможно, в марте прошлого года это было необходимо, но на самом деле есть последствия того, что люди не возвращаются на работу».	-1	-1	no-error
metricsystem3	foxnews.106537	10	rater1	"Mnuchin earlier in the day on ""Fox News Sunday"" said it a little more bluntly: ""I think workers and Americans understand the concept that you shouldn't be paid more to stay home than to work."""	Мнучин в начале дня в «Fox News Sunday» сказал это чуть более прямо: «Я думаю, что рабочие и американцы понимают, что вам не нужно платить больше, чтобы оставаться дома, чем работать».	-1	-1	no-error
metricsystem3	foxnews.106537	11	rater1	Mnuchin said the new bill will provide additional unemployment benefits, but noted that it will be less than the payments issued under the CARES Act.	Мнучин сказал, что новый законопроект предоставит дополнительные пособия по безработице, но отметил, что он будет меньше, чем выплаты, выданные в соответствии с Законом CARES.	161	168	minor
metricsystem3	foxnews.106537	12	rater1	He said some workers were collecting more than they earned on the job.	Он сказал, что некоторые работники собирали больше, чем зарабатывали на работе.	35	46	major
metricsystem3	foxnews.106537	13	rater1	As a result, when businesses were reopening some employees did not have an incentive to return to work.	В результате, когда предприятия вновь открывались, у некоторых сотрудников не было стимула возвращаться на работу.	-1	-1	no-error
metricsystem3	foxnews.106537	14	rater1	The secretary said the Trump administration and Senate Republicans are on the same page with a $1 trillion package, but noted that in the interest of passing a bill quickly, issues that are more difficult to negotiate with Democrats could be held off for another bill.	Секретарь сказал, что администрация Трампа и республиканцы Сената находятся на одной странице с пакетом в 1 триллион долларов, но отметил, что в интересах быстрого принятия законопроекта, вопросы, которые сложнее вести с демократами, могут быть отложены для другого законопроекта.	-1	-1	no-error
metricsystem3	rt.com.131224	1	rater1	"AP blasts White House press secretary Kayleigh McEnany for ""political"" briefings - but reporters keep asking political questions - RT USA News"	AP взрывает пресс-секретаря Белого дома Кейли Макинани на «политических» брифингах, но журналисты продолжают задавать политические вопросы - RT USA News	0	5	major
metricsystem3	rt.com.131224	2	rater1	The Associated Press has accused White House press secretary Kayleigh McEnany of worrying the media by making her briefings political rather than informational -- apparently forgetting that reporters choose the questions.	Ассошиэйтед Пресс обвинила пресс-секретаря Белого дома Кейли Макинани в том, что она беспокоит СМИ, делая ее брифинги политическими, а не информационными - очевидно, забывая, что журналисты выбирают вопросы.	106	108	minor
metricsystem3	rt.com.131224	3	rater1	"An article Saturday by the AP, the largest US news agency, said White House press briefings may be a ""broken tradition,"" as McEnany has made them ""a streamlined, full-throated advertisement for a president facing re-election, a venue for attacks on the media and a forum relatively light on information"" about what the government is doing."	В статье, опубликованной в субботу AP, крупнейшим информационным агентством США, говорится, что брифинги для прессы в Белом доме могут быть «нарушенной традицией», поскольку Макинани сделал их «упорядоченной, всесторонней рекламой для президента, которому предстоит переизбрание, местом для нападок на средства массовой информации и форумом, относительно освещающим информацию» о том, что делает правительство.	35	40	major
metricsystem3	rt.com.131224	4	rater1	The last of those assertions is indisputable, as hardly any new information is revealed at the briefings.	Последнее из этих утверждений не подлежит сомнению, поскольку на брифингах практически не раскрывается никакой новой информации.	-1	-1	no-error
metricsystem3	rt.com.131224	5	rater1	What the AP failed to mention is that hardly any new information is actually sought at the briefings.	То, что AP не упомянуло, - то, что на брифингах фактически не ищут никакой новой информации.	8	13	major
metricsystem3	rt.com.131224	6	rater1	Reporters frequently use White House pressers to draw attention to themselves, an art form perfected by CNN's Jim Acosta.	Репортеры часто используют прижимы Белого дома, чтобы привлечь внимание к себе - форма искусства, усовершенствованная Джимом Акостой из CNN.	27	37	major
metricsystem3	rt.com.131224	7	rater1	They go beyond the typical adversarial media-administration relationship, repeating each other in asking gotcha questions aimed only at impugning President Donald Trump.	Они выходят за рамки типичных состязательных отношений между администрацией и СМИ, повторяя друг друга, задавая гоча вопросы, направленные только на то, чтобы оскорбить президента Дональда Трампа.	112	119	major
metricsystem3	rt.com.131224	8	rater1	"In some cases, they make themselves the news, such as when CBS News reporter Weijia Jiang responded to an ""ask China"" retort from Trump by making a not-so-subtle hint at racism: ""Sir, why are you saying that to me specifically?"""	В некоторых случаях они делают себя новостями, например, когда репортер CBS News Вэйцзя Цзян ответил на реплику «Спроси Китай» Трампа, сделав не очень тонкий намек на расизм: «Сэр, почему вы говорите это мне конкретно?»	24	48	major
metricsystem3	rt.com.131224	9	rater1	A July 6 briefing offered a prime example of the disconnect over how the briefings have ceased to be a source of meaningful information for Americans.	Брифинг 6 июля стал ярким примером того, как брифинги перестали быть источником важной информации для американцев.	-1	-1	no-error
metricsystem3	rt.com.131224	10	rater1	Trump tweeted that morning that NASCAR's television ratings had been hurt by a false allegation of a hate crime against driver Bubba Wallace and by its decision to ban display of the Confederate flag at its events.	В то утро Трамп написал в Твиттере, что телевизионные рейтинги НАСКАР пострадали от ложного обвинения в преступлении на почве ненависти против водителя Буббы Уоллеса и его решения запретить показ флага Конфедерации на его мероприятиях.	-1	-1	no-error
metricsystem3	rt.com.131224	11	rater1	Predictably, most of the questions were about the tweet as reporter after reporter asked McEnany questions designed to prompt her to say that Trump supports the Confederate flag.	Как и ожидалось, большинство вопросов касалось сообщения в твиттере после того, как репортер задавал вопросы Макинани, призванные побудить ее сказать, что Трамп поддерживает флаг Конфедерации.	-1	-1	no-error
metricsystem3	rt.com.131224	12	rater1	McEnany didn't provide the answer reporters wanted - a sound bite that would hurt Trump - but she repeatedly responded by saying the president wasn't taking a position on the Confederate flag and that the gist of his message was that NASCAR fans were wrongly being portrayed as being racist.	Макинани не предоставил ответа, которого хотели репортеры - звуковой укус, который повредит Трампу, - но она неоднократно отвечала, что президент не занимал позицию на флаге Конфедерации и что суть его сообщения заключалась в том, что фанаты NASCAR ошибочно изображались как расисты.	242 60	251 71	major major
metricsystem3	rt.com.131224	13	rater1	"The AP said she sounded ""exasperated"" during the briefing."	AP сказал, что она звучала «раздраженно» во время брифинга.	0	5	major
metricsystem3	rt.com.131224	14	rater1	The AP's story echoed a Washington Post op-ed column earlier this month by ABC News reporter Jonathan Karl, who also is president of the White House Correspondents Association.	Репортаж AP отозвался в колонке «Вашингтон пост» в начале этого месяца репортером ABC News Джонатаном Карлом, который также является президентом Ассоциации корреспондентов Белого дома.	9	14	major
metricsystem3	rt.com.131224	15	rater1	"Karl argued, ""denying reality and using the White House podium for purely political purposes is a violation of public trust."""	Карл утверждал, что «отрицание реальности и использование трибуны Белого дома в чисто политических целях является нарушением общественного доверия».	-1	-1	no-error
metricsystem3	rt.com.131224	16	rater1	Yet McEnany's quick wit and combative style have made her a hero of some Trump supporters, since she gave her first briefing on May 1 after taking over as press secretary in April.	Тем не менее, сообразительность и боевой стиль Макинани сделали ее героем некоторых сторонников Трампа, поскольку она провела свой первый брифинг 1 мая после вступления в должность пресс-секретаря в апреле.	-1	-1	no-error
metricsystem3	rt.com.131224	17	rater1	The pressers had been absent for more than a year before her appointment.	Прессы отсутствовали более года до ее назначения.	-1	-1	no-error
metricsystem3	rt.com.131224	18	rater1	Like other aspects of political life in Washington, the White House press secretary's relationship with the media has changed dramatically in the Trump era.	Как и другие аспекты политической жизни в Вашингтоне, отношения пресс-секретаря Белого дома со СМИ резко изменились в эпоху Трампа.	-1	-1	no-error
metricsystem3	rt.com.131224	19	rater1	That change has come from both sides and predated McEnany's arrival.	Это изменение произошло с обеих сторон и предшествовало прибытию Макинани.	-1	-1	no-error
metricsystem3	rt.com.131224	20	rater1	"A roast of former press secretary Sarah Huckabee Sanders by comedian Michelle Wolf at the White House Correspondents"" dinner in April 2018 was so vicious that even MSNBC host Mika Brzezinski called it ""deplorable."""	Жаркое бывшего пресс-секретаря Сары Хакаби Сандерс, комика Мишель Вольф на корреспондентах Белого дома, «обед в апреле 2018 года был настолько порочным, что даже ведущий MSNBC Мика Бжезинский назвал его« прискорбным ».	199 204 216	203 203 215	minor minor minor
metricsystem3	rt.com.131224	21	rater1	"AP White House reporter Jill Colvin greeted McEnany at her first briefing by asking, ""Will you pledge never to lie to us from that podium?"""	Репортер AP Белого дома Джилл Колвин поприветствовала Макинани на ее первом брифинге, спросив: «Вы пообещаете никогда не лгать нам с этой трибуны?»	9	14	major
metricsystem3	rt.com.131224	22	rater1	"Fox News political analyst Brit Hume, a veteran of more than 50 years in journalism who had a 1989-1996 stint as ABC's chief White House correspondent, said reporters today display ""aggressive behavior"" in the briefing room because of their contempt for Trump."	Политический аналитик Fox News Брит Хьюм, ветеран журналистики более 50 лет, в 1989-1996 годах занимавший пост главного корреспондента ABC в Белом доме, заявил, что сегодня журналисты демонстрируют «агрессивное поведение» в брифинге из-за их презрения к Трампу.	-1	-1	no-error
metricsystem3	rt.com.131224	23	rater1	It is because of their anti-Trump focus, he said this week on Fox's Tucker Carlson Tonight program, journalists are neglecting to gather policy news.	Именно из-за их анти-козырной направленности, сказал он на этой неделе в программе Fox Tucker Carlson Tonight, журналисты пренебрегают сбором политических новостей.	16	32	major
metricsystem3	rt.com.131224	24	rater1	"""It's not just a gotcha game,"" Hume said of the intended purpose of the pressers."	«Это не просто игра с гочами», - сказал Хьюм о назначении прижимов.	22 58	32 69	major major
metricsystem3	rt.com.131224	25	rater1	"""It's not just an attempt to embarrass a public official. It's to extract information."	«Это не просто попытка опозорить публичного чиновника. Это извлечение информации.	80	81	minor
metricsystem3	metro.co.uk.47971	1	rater1	Paul Pogba drops hint over his future after Man Utd seal Champions League spot	Пол Погба намекнул на свое будущее после того, как Манчестер Юнайтед закрыл место в Лиге чемпионов	-1	-1	no-error
metricsystem3	metro.co.uk.47971	2	rater1	Manchester United star Paul Pogba has suggested he will stay at the club this summer after the Red Devils sealed a place in the top four.	Звезда «Манчестер Юнайтед» Пол Погба предложил остаться в клубе этим летом после того, как «Красные дьяволы» определили место в первой четверке.	-1	-1	no-error
metricsystem3	metro.co.uk.47971	3	rater1	A 2-0 win against Leicester meant United finished in third, ahead of Frank Lampard's Chelsea.	Победа со счетом 2: 0 над «Лестером» означала, что «Юнайтед» финишировал третьим, опередив «Челси» Фрэнка Лэмпарда.	20	19	minor
metricsystem3	metro.co.uk.47971	4	rater1	United were 14 points off Leicester just 12 matches ago but a sensational run of form saw the Red Devils finish in the top four.	Юнайтед был на 14 очков от «Лестера» всего 12 матчей назад, но сенсационный заезд показал, что «Красные дьяволы» финишировали в первой четверке.	-1	-1	no-error
metricsystem3	metro.co.uk.47971	5	rater1	Pogba had been expected to leave the club this summer after twice requesting to leave in the last two years.	Погба должен был покинуть клуб этим летом после того, как дважды просил уйти в течение последних двух лет.	-1	-1	no-error
metricsystem3	metro.co.uk.47971	6	rater1	However, the pandemic means few clubs will be spending big this summer and there's not a buyer available that could combine a transfer fee and Pogba's salary to entice him away from Old Trafford.	Тем не менее, пандемия означает, что немногие клубы будут тратить большие деньги этим летом, и нет ни одного покупателя, который мог бы объединить плату за трансфер и зарплату Погбы, чтобы выманить его из Олд Траффорд.	-1	-1	no-error
metricsystem3	metro.co.uk.47971	7	rater1	That clarification has helped Pogba in recent weeks as his performances, as well as his body language, have improved.	Это разъяснение помогло Погбе в последние недели, поскольку его выступления, а также его язык тела улучшились.	-1	-1	no-error
metricsystem3	metro.co.uk.47971	8	rater1	And the Frenchman has dropped the latest hint that he's set to stay at the club by posting on his Instagram after his side's 2-0 win.	И француз упал последний намек на то, что он собирается остаться в клубе, разместив в своем Instagram после победы со своей стороны 2-0.	10 115 74 92	17 120 86 104	major major major major
metricsystem3	metro.co.uk.47971	9	rater1	While Pogba may have been simply celebrating the club's return to the competition, many fans are interpreting it as a strong suggestion that he'll still be at the club as they compete with Europe's best again.	В то время как Погба, возможно, просто праздновал возвращение клуба на соревнование, многие фанаты интерпретируют это как убедительное предложение, что он все еще будет в клубе, поскольку они снова конкурируют с лучшими в Европе.	135	149	major
metricsystem3	metro.co.uk.47971	10	rater1	Pogba has a year to run on his existing deal, though the club can extend that by 12 months meaning he effectively has two years to run.	У Погбы есть год на то, чтобы заключить сделку, хотя клуб может продлить ее на 12 месяцев, что означает, что у него фактически есть два года.	-1	-1	no-error
metricsystem3	metro.co.uk.47971	11	rater1	United are keen on extending Pogba's deal and they want clarity over his situation before next season.	«Юнайтед» стремятся продлить сделку Погбы и хотят прояснить ситуацию до следующего сезона.	-1	-1	no-error
metricsystem3	metro.co.uk.47971	12	rater1	Pogba, for his part, feels comfortable at the club and has been buoyed by the arrival of Bruno Fernandes.	Погба, со своей стороны, чувствует себя комфортно в клубе и был поддержан прибытием Бруно Фернандеса.	-1	-1	no-error
metricsystem3	metro.co.uk.47971	13	rater1	The Portuguese playmaker has been a revelation at Old Trafford and his arrival has allowed Pogba to play in a deeper central midfield position, which has also improved his mood.	Португальский плеймейкер был откровением на «Олд Траффорд», и его прибытие позволило Погбе играть в более глубокой центральной позиции в центре поля, что также улучшило его настроение.	135 29 41	151 43 46	major major major
metricsystem3	cbsnews.377408	1	rater1	Famously clear Lake Tahoe has been polluted by climate change	Известно чистое озеро Тахо было загрязнено изменением климата	-1	-1	no-error
metricsystem3	cbsnews.377408	2	rater1	South Lake Tahoe, California - Despite the pandemic, even on a weekday, people still crowd Pope Beach at Lake Tahoe.	Саус Лэйк Тахо, Калифорния - Несмотря на пандемию, даже в будний день люди все еще толпятся на Папском пляже на озере Тахо.	0 95	7 105	major major
metricsystem3	cbsnews.377408	3	rater1	"""I like camping and having a bike ride and going swimming at the Lake,"" said one girl named Dakota."	«Мне нравится ходить в походы, кататься на велосипеде и купаться в озере», - сказала одна девушка по имени Дакота.	-1	-1	no-error
metricsystem3	cbsnews.377408	4	rater1	"""This is something beautiful everybody wants to visit,"" said Emerica Benitas."	«Это что-то прекрасное, что каждый хочет посетить», - сказала Эмерика Бенитас.	-1	-1	no-error
metricsystem3	cbsnews.377408	5	rater1	Which is why Matt Meunier's dive business is still going strong, even in a pandemic.	Вот почему бизнес по дайвингу Мэтта Менье продолжает развиваться, даже в условиях пандемии.	-1	-1	no-error
metricsystem3	cbsnews.377408	6	rater1	"He says he sees ""exceptional clarity. Lake Tahoe is the cleanest, most wonderful lake, I think, in the country."""	Он говорит, что видит «исключительную ясность. Озеро Тахо - самое чистое, самое замечательное озеро в стране».	-1	-1	no-error
metricsystem3	cbsnews.377408	7	rater1	Now the bad news: Lake Tahoe's not as clean, not as clear, as it used to be when he moved here over two decades ago.	Теперь плохие новости: озеро Тахо не такое чистое, не такое чистое, как раньше, когда он переехал сюда более двух десятилетий назад.	60	69	major
metricsystem3	cbsnews.377408	8	rater1	"""The thing that we're noticing more and more is down on the rocks,"" Meunier said."	«То, что мы замечаем все больше и больше, лежит на камнях», - сказал Менье.	-1	-1	no-error
metricsystem3	cbsnews.377408	9	rater1	"""You're getting this strange algae on the rocks."""	«Вы получаете эти странные водоросли на камнях».	-1	-1	no-error
metricsystem3	cbsnews.377408	10	rater1	Climate change, scientists believe, has affected the water temperature and thus, the clarity.	Ученые считают, что изменение климата повлияло на температуру воды и, следовательно, на ее прозрачность.	-1	-1	no-error
metricsystem3	cbsnews.377408	11	rater1	And 15 million people visit the lake annually - along with the garbage they leave.	И 15 миллионов человек посещают озеро ежегодно - вместе с мусором, который они оставляют.	-1	-1	no-error
metricsystem3	cbsnews.377408	12	rater1	Meunier said dive trips to clean up the bottom of the lake found old trash.	Менье сказал, что во время погружений, чтобы очистить дно озера, обнаружен старый мусор.	65	77	major
metricsystem3	cbsnews.377408	13	rater1	"""And when I say old trash, I mean '60s, '70s,"" Meunier said."	«И когда я говорю старый мусор, я имею в виду 60-е, 70-е годы», - сказал Менье.	-1	-1	no-error
metricsystem3	cbsnews.377408	14	rater1	"""Beer cans, soda cans, church key cans from the old days."""	«Пивные банки, банки с содовой, церковные ключи от старых времен».	32	50	major
metricsystem3	cbsnews.377408	15	rater1	Scientists monitor the clarity of Lake Tahoe every year by dropping a white disc, then measuring how far down they can see it.	Ученые каждый год следят за чистотой озера Тахо, опуская белый диск, а затем измеряя, насколько глубоко они видят его.	-1	-1	no-error
