mt_system	doc_id	seg_id	annotator_id	source	target	start_ids	end_ids	errors
metricsystem3	tedtalk-2	10	rater1	Now we'd like to be able to add to a kind of glorious visual composition that we have of the universe -- a sonic composition.	Теперь мы хотели бы иметь возможность добавить к своего рода великолепную визуальную композицию Вселенной - звуковую композицию.	0 96 96	9 105 108	major minor major
metricsystem3	tedtalk-2	11	rater1	And while we've never heard the sounds from space, we really should, in the next few years, start to turn up the volume on what's going on out there.	И хотя мы никогда не слышали звуки из космоса, мы действительно должны в ближайшие несколько лет начать увеличивать громкость происходящего там.	104	118	major
metricsystem3	tedtalk-2	12	rater1	So in this ambition to capture songs from the universe, we turn our focus to black holes and the promise they have, because black holes can bang on space-time like mallets on a drum and have a very characteristic song, which I'd like to play for you -- some of our predictions for what that song will be like.	Таким образом, в этом стремлении захватить песни из вселенной, мы переключаем наше внимание на черные дыры и обещание, которое они имеют, потому что черные дыры могут биться в пространство-время, как молоток на барабане, и иметь очень характерную песню, которую я хотел бы сыграть для вас - некоторые из наших предсказаний о том, какой будет эта песня.	0 119 208 262	16 139 213 266	major major major major
metricsystem3	tedtalk-2	13	rater1	We might one day see a shadow a black hole can cast on a very bright background, but we haven't yet.	Мы могли бы однажды увидеть тень, которую черная дыра может отбросить на очень яркий фон, но мы этого еще не сделали.	3	14	major
metricsystem3	tedtalk-2	14	rater1	And yet black holes may be heard even if they're not seen, and that's because they bang on space-time like a drum.	И все же черные дыры могут быть услышаны, даже если они не видны, и это потому, что они бьют в пространстве-времени, как барабан.	21 93	43 97	major major
metricsystem3	tedtalk-2	15	rater1	Now we owe the idea that space can ring like a drum to Albert Einstein -- to whom we owe so much.	Теперь мы обязаны идеей, что пространство может звенеть как барабан Альберту Эйнштейну, которому мы так многим обязаны.	0 68	9 67	major minor
metricsystem3	tedtalk-2	16	rater1	Einstein realized that if space were empty, if the universe were empty, it would be like this picture, except for maybe without the helpful grid drawn on it.	Эйнштейн понял, что если бы пространство было пустым, если бы вселенная была пуста, это было бы похоже на эту картину, за исключением, может быть, без нарисованной на ней полезной сетки.	-1	-1	no-error
metricsystem3	tedtalk-2	17	rater1	But if we were freely falling through the space, even without this helpful grid, we might be able to paint it ourselves, because we would notice that we traveled along straight lines, undeflected straight paths through the universe.	Но если бы мы свободно падали в пространстве, даже без этой полезной сетки, мы могли бы нарисовать это сами, потому что мы заметили бы, что мы путешествовали по прямым линиям, неотклоненным прямым путям через вселенную.	143 32	160 47	major major
metricsystem3	tedtalk-2	18	rater1	Einstein also realized -- and this is the real meat of the matter -- that if you put energy or mass in the universe, it would curve space, and a freely falling object would pass by, let's say, the Sun and it would be deflected along the natural curves in the space.	Эйнштейн также осознал - и это настоящее мясо материи - что если вы поместите энергию или массу во вселенную, она изогнет пространство, и свободно падающий объект пройдет, скажем, через Солнце, и он будет отклоняться вдоль естественных кривых в пространстве.	180 41	188 56	major major
metricsystem3	tedtalk-2	19	rater1	It was Einstein's great general theory of relativity.	Это была великая общая теория относительности Эйнштейна.	-1	-1	no-error
metricsystem3	tedtalk-2	20	rater1	Now even light will be bent by those paths.	Теперь даже свет будет согнут этими путями.	0 17 23 30	9 32 32 45	major major major major
metricsystem3	tedtalk-2	21	rater1	And you can be bent so much that you're caught in orbit around the Sun, as the Earth is, or the Moon around the Earth.	И вы можете согнуться так сильно, что попадете на орбиту вокруг Солнца, как Земля, или Луна вокруг Земли.	-1	-1	no-error
metricsystem3	tedtalk-2	22	rater1	These are the natural curves in space.	Это естественные кривые в пространстве.	17	26	major
metricsystem3	tedtalk-2	23	rater1	What Einstein did not realize was that, if you took our Sun and you crushed it down to six kilometers -- so you took a million times the mass of the Earth and you crushed it to six kilometers across, you would make a black hole, an object so dense that if light veered too close, it would never escape -- a dark shadow against the universe.	Эйнштейн не осознавал, что если вы взяли наше Солнце и раздавили его до шести километров - то есть вы в миллион раз увеличили массу Земли и раздавили ее до шести километров в поперечнике, вы бы сделали черную дыру, объект настолько плотный, что, если свет отклонится слишком близко, он никогда не уйдет - темная тень от вселенной.	116 140 173 188 194 256 317 32 35 55 55 99	128 152 189 193 204 269 322 37 43 67 67 104	major major major major major major major major major major major major
metricsystem3	tedtalk-2	24	rater1	But Einstein always thought black holes were a mathematical oddity.	Но Эйнштейн всегда думал, что черные дыры - это математическая странность.	63	76	major
metricsystem3	tedtalk-2	25	rater1	He did not believe they existed in nature.	Он не верил, что они существуют в природе.	-1	-1	no-error
metricsystem3	tedtalk-2	26	rater1	He thought nature would protect us from their formation.	Он думал, что природа защитит нас от их образования.	-1	-1	no-error
metricsystem3	tedtalk-2	27	rater1	"It was decades before the term ""black hole"" was coined and people realized that black holes are real astrophysical objects -- in fact they're the death state of very massive stars that collapse catastrophically at the end of their lifetime."	Прошли десятилетия, прежде чем появился термин «черная дыра», и люди поняли, что черные дыры являются настоящими астрофизическими объектами - фактически они являются смертельным состоянием очень массивных звезд, которые катастрофически коллапсируют в конце своей жизни.	236	251	major
metricsystem3	tedtalk-2	28	rater1	Now our Sun will not collapse to a black hole.	Теперь наше Солнце не разрушится до черной дыры.	0 22	9 35	major major
metricsystem3	tedtalk-2	29	rater1	It's actually not massive enough.	Это на самом деле не достаточно массивно.	0	6	major
metricsystem3	tedtalk-2	30	rater1	But if we did a little thought experiment -- as Einstein was very fond of doing -- we could imagine putting the Sun crushed down to six kilometers, and putting a tiny little Earth around it in orbit, maybe 30 kilometers outside of the black-hole sun.	Но если бы мы провели небольшой мысленный эксперимент - как Эйнштейн очень любил это делать - мы могли бы представить, что Солнце будет раздавлено до шести километров, а маленькая орбита вокруг него на орбите, может быть, в 30 километрах от Солнца с черной дырой.	130 180 186 248 250	149 189 190 252 265	major major major major major
metricsystem3	tedtalk-2	31	rater1	And it would be self-illuminated, because now the Sun's gone, we have no other source of light -- so let's make our little Earth self-illuminated.	И он был бы самосветящимся, потому что теперь, когда Солнце ушло, у нас нет другого источника света - поэтому давайте сделаем нашу маленькую Землю самосветящейся.	2 5	7 11	major major
metricsystem3	tedtalk-2	32	rater1	And you would realize you could put the Earth in a happy orbit even 30 km outside of this crushed black hole.	И вы бы поняли, что могли бы вывести Землю на счастливую орбиту даже в 30 км от этой раздавленной черной дыры.	-1	-1	no-error
metricsystem3	tedtalk-2	33	rater1	This crushed black hole actually would fit inside Manhattan, more or less.	Эта разбитая черная дыра в действительности вписалась бы в Манхэттен, более или менее.	4 43 44	15 47 56	major major major
metricsystem3	tedtalk-2	34	rater1	It might spill off into the Hudson a little bit before it destroyed the Earth.	Это могло бы пролиться в Гудзон немного прежде, чем это разрушило Землю.	0 32 52	6 42 58	major major major
metricsystem3	tedtalk-2	35	rater1	But basically that's what we're talking about.	Но в основном это то, о чем мы говорим.	14	30	major
metricsystem3	tedtalk-2	36	rater1	We're talking about an object that you could crush down to half the square area of Manhattan.	Мы говорим об объекте, который можно раздавить до половины площади Манхэттена.	-1	-1	no-error
metricsystem3	tedtalk-2	37	rater1	So we move this Earth very close -- 30 kilometers outside -- and we notice it's perfectly fine orbiting around the black hole.	Таким образом, мы перемещаем эту Землю очень близко - 30 километров за ее пределы - и мы замечаем, что она идеально вращается вокруг черной дыры.	0	16	major
metricsystem3	tedtalk-2	38	rater1	There's a sort of myth that black holes devour everything in the universe, but you actually have to get very close to fall in.	Существует своего рода миф о том, что черные дыры пожирают все во вселенной, но на самом деле вам нужно подойти очень близко, чтобы упасть.	94	100	major
metricsystem3	tedtalk-2	39	rater1	But what's very impressive is that, from our vantage point, we can always see the Earth.	Но что очень впечатляет, так это то, что с нашей точки зрения мы всегда можем видеть Землю.	49 85	64 93	major major
metricsystem3	tedtalk-2	40	rater1	It cannot hide behind the black hole.	Он не может спрятаться за черной дырой.	0	5	major
metricsystem3	tedtalk-2	41	rater1	The light from the Earth, some of it falls in, but some of it gets lensed around and brought back to us.	Свет от Земли, часть из него падает, но часть из него рассеивается и возвращается к нам.	21 24 29 46 49	26 31 38 51 56	major major major major major
metricsystem3	tedtalk-2	42	rater1	So you can't hide anything behind a black hole.	Так что ты ничего не можешь спрятать за черной дырой.	8	13	major
metricsystem3	tedtalk-2	43	rater1	If this were Battlestar Galactica and you're fighting the Cylons, don't hide behind the black hole.	Если это была Battlestar Galactica и вы сражаетесь с Сайлонами, не прячитесь за черную дыру.	14 14 37 40	37 37 42 53	major major major major
metricsystem3	tedtalk-2	44	rater1	They can see you.	Они могут видеть тебя.	17	24	major
metricsystem3	tedtalk-2	45	rater1	Now, our Sun will not collapse to a black hole -- it's not massive enough -- but there are tens of thousands of black holes in our galaxy.	Теперь наше Солнце не рухнет в черную дыру - она недостаточно массивна - но в нашей галактике десятки тысяч черных дыр.	0 22 45 62	9 31 51 73	major major major major
metricsystem3	tedtalk-2	46	rater1	And if one were to eclipse the Milky Way, this is what it would look like.	И если бы кто-нибудь затмил Млечный путь, это было бы так.	-1	-1	no-error
metricsystem3	tedtalk-2	47	rater1	We would see a shadow of that black hole against the hundred billion stars in the Milky Way Galaxy and its luminous dust lanes.	Мы увидим тень этой черной дыры на фоне сотен миллиардов звезд в Галактике Млечный Путь и ее светящихся полосках пыли.	-1	-1	no-error
metricsystem3	tedtalk-2	48	rater1	And if we were to fall towards this black hole, we would see all of that light lensed around it, and we could even start to cross into that shadow and really not notice that anything dramatic had happened.	И если бы мы упали к этой черной дыре, мы увидели бы весь этот свет, рассеянный вокруг нее, и мы могли бы даже начать переходить в эту тень и действительно не заметить, что произошло что-то драматическое.	190	206	major
metricsystem3	tedtalk-2	49	rater1	It would be bad if we tried to fire our rockets and get out of there because we couldn't, anymore than light can escape.	Было бы плохо, если бы мы попытались запустить наши ракеты и уйти оттуда, потому что мы не могли, так же как свет не мог убежать.	120 96	124 100	major major
metricsystem3	tedtalk-2	50	rater1	But even though the black hole is dark from the outside, it's not dark on the inside, because all of the light from the galaxy can fall in behind us.	Но даже несмотря на то, что черная дыра темна снаружи, она не темна внутри, потому что весь свет от галактики может упасть позади нас.	123 40 62 97	132 48 70 102	major major major major
metricsystem3	tedtalk-2	51	rater1	And even though, due to a relativistic effect known as time dilation, our clocks would seem to slow down relative to galactic time, it would look as though the evolution of the galaxy had been sped up and shot at us, right before we were crushed to death by the black hole.	И даже несмотря на то, что из-за релятивистского эффекта, известного как замедление времени, наши часы, по-видимому, будут замедляться по сравнению с галактическим временем, это будет выглядеть так, как будто эволюция галактики ускорилась и выстрелила в нас прямо перед тем, как мы были сокрушены до смерти черной дырой.	287	299	major
metricsystem3	tedtalk-2	52	rater1	It would be like a near-death experience where you see the light at the end of the tunnel, but it's a total death experience.	Это было бы похоже на предсмертный опыт, когда вы видите свет в конце туннеля, но это полный опыт смерти.	22 93	34 100	minor major
metricsystem3	tedtalk-2	53	rater1	(Laughter) And there's no way of telling anybody about the light at the end of the tunnel.	(Смех) И никому нельзя рассказать о свете в конце туннеля.	16	25	major
metricsystem3	tedtalk-2	54	rater1	Now we've never seen a shadow like this of a black hole, but black holes can be heard, even if they're not seen.	Теперь мы никогда не видели такую тень от черной дыры, но черные дыры можно услышать, даже если они не видны.	0 39	9 44	major major
metricsystem3	tedtalk-2	55	rater1	Imagine now taking an astrophysically realistic situation -- imagine two black holes that have lived a long life together.	Представьте себе, что вы попадаете в астрофизически реалистичную ситуацию - представьте себе две черные дыры, которые прожили долгую жизнь вместе.	-1	-1	no-error
metricsystem3	tedtalk-2	56	rater1	Maybe they started as stars and collapsed to two black holes -- each one 10 times the mass of the Sun.	Возможно, они начинались как звезды и рухнули на две черные дыры - каждая в 10 раз больше массы Солнца.	38	48	major
metricsystem3	tedtalk-2	57	rater1	So now we're going to crush them down to 60 kilometers across.	Так что теперь мы собираемся раздавить их до 60 километров в поперечнике.	0	10	major
metricsystem3	tedtalk-2	58	rater1	They can be spinning hundreds of times a second.	Они могут вращаться сотни раз в секунду.	-1	-1	no-error
metricsystem3	tedtalk-2	59	rater1	At the end of their lives, they're going around each other very near the speed of light.	В конце своей жизни они обгоняют друг друга очень быстро со скоростью света.	24	35	major
metricsystem3	tedtalk-2	60	rater1	So they're crossing thousands of kilometers in a fraction of a second, and as they do so, they not only curve space, but they leave behind in their wake a ringing of space, an actual wave on space-time.	Таким образом, они пересекают тысячи километров за доли секунды, и при этом они не только искривляют пространство, но и оставляют позади себя кольцо пространства, настоящую волну в пространстве-времени.	0 142 142	16 151 151	major major major
metricsystem3	tedtalk-2	61	rater1	Space squeezes and stretches as it emanates out from these black holes banging on the universe.	Пространство сжимается и растягивается, поскольку оно исходит от этих черных дыр, ударяющихся о вселенную.	-1	-1	no-error
metricsystem3	tedtalk-2	62	rater1	And they travel out into the cosmos at the speed of light.	И они путешествуют в космос со скоростью света.	-1	-1	no-error
metricsystem3	tedtalk-2	63	rater1	This computer simulation is due to a relativity group at NASA Goddard.	Это компьютерное моделирование связано с группой относительности НАСА Годдарда.	31 41	43 67	major major
metricsystem3	tedtalk-2	64	rater1	It took almost 30 years for anyone in the world to crack this problem.	Никому в мире понадобилось почти 30 лет, чтобы решить эту проблему.	0	9	major
metricsystem3	tedtalk-2	65	rater1	This was one of the groups.	Это была одна из групп.	17	25	major
metricsystem3	tedtalk-2	66	rater1	It shows two black holes in orbit around each other, again, with these helpfully painted curves.	Он показывает две черные дыры на орбите вокруг друг друга, опять же, с этими тщательно нарисованными кривыми.	0	5	major
metricsystem3	tedtalk-2	67	rater1	And if you can see -- it's kind of faint -- but if you can see the red waves emanating out, those are the gravitational waves.	И если вы можете видеть - это отчасти слабое - но если вы можете видеть, как исходят красные волны, то это гравитационные волны.	10 30 38 38 58	26 40 47 47 74	major major major major major
metricsystem3	tedtalk-2	68	rater1	They're literally the sounds of space ringing, and they will travel out from these black holes at the speed of light as they ring down and coalesce to one spinning, quiet black hole at the end of the day.	Это буквально звуки космического звонка, и они будут выходить из этих черных дыр со скоростью света, когда они звонят вниз и сливаются в одну вращающуюся тихую черную дыру в конце дня.	101 111 33 47	109 125 42 64	major major major major
metricsystem3	tedtalk-2	69	rater1	If you were standing near enough, your ear would resonate with the squeezing and stretching of space.	Если бы вы стояли достаточно близко, ваше ухо резонировало бы с сжиманием и растяжением пространства.	64	73	minor
metricsystem3	tedtalk-2	70	rater1	You would literally hear the sound.	Вы бы буквально услышали звук.	-1	-1	no-error
metricsystem3	tedtalk-2	71	rater1	Now of course, your head would be squeezed and stretched unhelpfully, so you might have trouble understanding what's going on.	Теперь, конечно, ваша голова будет сжиматься и бесполезно растягиваться, поэтому у вас могут возникнуть проблемы с пониманием того, что происходит.	0 58	9 74	major major
metricsystem3	tedtalk-2	72	rater1	But I'd like to play for you the sound that we predict.	Но я бы хотел сыграть для вас звук, который мы предсказываем.	3	7	major
metricsystem3	tedtalk-2	73	rater1	This is from my group -- a slightly less glamorous computer modeling.	Это из моей группы - чуть менее гламурное компьютерное моделирование.	4	9	major
metricsystem3	tedtalk-2	74	rater1	Imagine a lighter black hole falling into a very heavy black hole.	Вообразите более легкую черную дыру, падающую в очень тяжелую черную дыру.	0	10	minor
metricsystem3	tedtalk-2	75	rater1	The sound you're hearing is the light black hole banging on space each time it gets close.	Звук, который вы слышите, - это легкая черная дыра, стучащая в пространство каждый раз, когда она приближается.	46 46	53 53	major major
metricsystem3	tedtalk-2	76	rater1	If it gets far away, it's a little too quiet.	Если это далеко, это слишком тихо.	17 5 9	23 11 18	major major major
metricsystem3	tedtalk-2	77	rater1	But it comes in like a mallet, and it literally cracks space, wobbling it like a drum.	Но он входит, как молоток, и буквально трескает пространство, качая его, как барабан.	3 6	8 15	major major
metricsystem3	tedtalk-2	78	rater1	And we can predict what the sound will be.	И мы можем предсказать, каким будет звук.	-1	-1	no-error
metricsystem3	tedtalk-2	79	rater1	We know that, as it falls in, it gets faster and it gets louder.	Мы знаем, что когда он падает, он становится быстрее и становится громче.	20	25	major
metricsystem3	tedtalk-2	80	rater1	And eventually, we're going to hear the little guy just fall into the bigger guy.	И, в конце концов, мы услышим, как маленький парень просто впал в более крупного парня.	45 81	54 89	major major
metricsystem3	tedtalk-2	81	rater1	Now I've never heard it that loud -- it's actually more dramatic.	Теперь я никогда не слышал это так громко - это на самом деле более драматично.	0 7	9 11	major major
metricsystem3	tedtalk-2	82	rater1	At home it sounds kind of anticlimactic.	Дома это звучит как антиклиматик.	16 20	22 35	major major
metricsystem3	tedtalk-2	83	rater1	It's sort of like ding, ding, ding.	Это как динь, динь, динь.	-1	-1	no-error
metricsystem3	tedtalk-2	84	rater1	This is another sound from my group.	Это еще один звук из моей группы.	18	23	major
metricsystem3	tedtalk-2	85	rater1	No, I'm not showing you any images, because black holes don't leave behind helpful trails of ink, and space is not painted, showing you the curves.	Нет, я не показываю вам никаких изображений, потому что черные дыры не оставляют полезных следов чернил, и пространство не закрашено, показывая вам кривые.	-1	-1	no-error
metricsystem3	tedtalk-2	86	rater1	But if you were to float by in space on a space holiday and you heard this, you want to get moving.	Но если вы должны были проплыть в космосе во время космического отпуска, и вы услышали это, вы хотите двигаться.	11 8 95	25 13 104	major major major
metricsystem3	tedtalk-2	87	rater1	(Laughter) Want to get away from the sound.	(Смех) Хочу уйти от звука.	7 7	14 14	major major
metricsystem3	tedtalk-2	88	rater1	Both black holes are moving.	Обе черные дыры движутся.	-1	-1	no-error
metricsystem3	tedtalk-2	89	rater1	Both black holes are getting closer together.	Обе черные дыры сближаются.	-1	-1	no-error
metricsystem3	tedtalk-2	90	rater1	In this case, they're both wobbling quite a lot.	В этом случае они оба сильно колеблются.	-1	-1	no-error
metricsystem3	tedtalk-2	91	rater1	And then they're going to merge.	И тогда они собираются объединиться.	12 2	25 10	major major
metricsystem3	tedtalk-2	92	rater1	Now that chirp is very characteristic of black holes merging -- that it chirps up at the end.	Теперь этот чириканье очень характерно для слияния черных дыр - то, что оно чирикает в конце.	0	9	major
metricsystem3	tedtalk-2	93	rater1	Now that's our prediction for what we'll see.	Теперь это наш прогноз того, что мы увидим.	0 15	9 25	major major
metricsystem3	tedtalk-2	94	rater1	Luckily we're at this safe distance in Long Beach, California.	К счастью, мы на безопасном расстоянии в Лонг-Бич, штат Калифорния.	-1	-1	no-error
metricsystem3	tedtalk-2	95	rater1	And surely, somewhere in the universe two black holes have merged.	И конечно, где-то во вселенной слились две черные дыры.	-1	-1	no-error
metricsystem3	tedtalk-2	96	rater1	And surely, the space around us is ringing after traveling maybe a million light years, or a million years, at the speed of light to get to us.	И, конечно же, пространство вокруг нас звонит после путешествия, может быть, миллионов световых лет или миллионов лет со скоростью света, чтобы добраться до нас.	39 52	48 66	major major
metricsystem3	tedtalk-2	97	rater1	But the sound is too quiet for any of us to ever hear.	Но звук слишком тихий для любого из нас, чтобы когда-либо услышать.	58	69	major
metricsystem3	tedtalk-2	98	rater1	There are very industrious experiments being built on Earth -- one called LIGO -- which will detect deviations in the squeezing and stretching of space at less than the fraction of a nucleus of an atom over four kilometers.	На Земле строятся очень трудолюбивые эксперименты - один, называемый LIGO, - который обнаружит отклонения в сжатии и растяжении пространства менее чем на долю ядра атома на протяжении четырех километров.	173 24 9	186 39 20	major major major
metricsystem3	tedtalk-2	99	rater1	It's a remarkably ambitious experiment, and it's going to be at advanced sensitivity within the next few years -- to pick this up.	Это удивительно амбициозный эксперимент, и в ближайшие несколько лет он будет в высшей степени чувствительным.	110 80	113 112	major major
metricsystem3	tedtalk-2	100	rater1	There's also a mission proposed for space, which hopefully will launch in the next ten years, called LISA.	Предлагается также космическая миссия, которая, как мы надеемся, будет запущена в ближайшие десять лет, под названием LISA.	-1	-1	no-error
metricsystem3	tedtalk-2	101	rater1	And LISA will be able to see super-massive black holes -- black holes millions or billions of times the mass of the Sun.	И LISA сможет увидеть сверхмассивные черные дыры - черные дыры в миллионы или миллиарды раз больше массы Солнца.	-1	-1	no-error
metricsystem3	tedtalk-2	102	rater1	In this Hubble image, we see two galaxies.	На этом изображении Хаббла мы видим две галактики.	-1	-1	no-error
metricsystem3	tedtalk-2	103	rater1	They look like they're frozen in some embrace.	Похоже, они застыли в каких-то объятиях.	20	33	major
metricsystem3	tedtalk-2	104	rater1	And each one probably harbors a super-massive black hole at its core.	И каждый из них, вероятно, таит в себе сверхмассивную черную дыру.	-1	-1	no-error
metricsystem3	tedtalk-2	105	rater1	But they're not frozen; they're actually merging.	Но они не заморожены, они на самом деле сливаются.	-1	-1	no-error
metricsystem3	tedtalk-2	106	rater1	These two black holes are colliding, and they will merge over a billion-year time scale.	Эти две черные дыры сталкиваются, и они будут сливаться в течение миллиарда лет.	-1	-1	no-error
metricsystem3	tedtalk-2	107	rater1	It's beyond our human perception to pick up a song of that duration.	Это вне нашего человеческого восприятия, чтобы подобрать песню этой продолжительности.	47	59	major
metricsystem3	tedtalk-2	108	rater1	But LISA could see the final stages of two super-massive black holes earlier in the universe's history, the last 15 minutes before they fall together.	Но LISA видела последние стадии двух сверхмассивных черных дыр ранее в истории вселенной, за последние 15 минут до того, как они упали вместе.	-1	-1	no-error
metricsystem3	tedtalk-2	109	rater1	And it's not just black holes, but it's also any big disturbance in the universe -- and the biggest of them all is the Big Bang.	И это не только черные дыры, но и любое большое нарушение во вселенной - и самый большой из них - Большой взрыв.	-1	-1	no-error
metricsystem3	tedtalk-2	110	rater1	"When that expression was coined, it was derisive -- like, ""Oh, who would believe in a Big Bang?"""	Когда это выражение было придумано, оно было насмешливым, например: «О, кто поверит в Большой взрыв?»	58 94	69 102	major major
metricsystem3	tedtalk-2	111	rater1	This animation from my friends at Proton Studios shows looking at the Big Bang from the outside.	Эта анимация от моих друзей из Proton Studios показывает взгляд на Большой Взрыв со стороны.	13 75	18 83	major major
metricsystem3	tedtalk-2	112	rater1	We don't ever want to do that actually. We want to be inside the universe because there's no such thing as standing outside the universe.	Мы никогда не хотим делать это на самом деле. Мы хотим быть во вселенной, потому что нет такой вещи, как стоять вне вселенной.	95	102	major
metricsystem3	tedtalk-2	113	rater1	So imagine you're inside the Big Bang.	Итак, представьте, что вы внутри Большого взрыва.	-1	-1	no-error
metricsystem3	tedtalk-2	114	rater1	It's everywhere, it's all around you, and the space is wobbling chaotically.	Это везде, все вокруг вас, и пространство хаотично колеблется.	11	28	major
metricsystem3	tedtalk-2	115	rater1	Fourteen billion years pass and this song is still ringing all around us.	Проходит четырнадцать миллиардов лет, и эта песня все еще звучит вокруг нас.	-1	-1	no-error
metricsystem3	tedtalk-2	116	rater1	Galaxies form, and generations of stars form in those galaxies, and around one star, at least one star, is a habitable planet.	Формируются галактики, и в этих галактиках формируются поколения звезд, и вокруг одной звезды, по крайней мере, одной звезды, обитаемая планета.	-1	-1	no-error
metricsystem3	tedtalk-2	117	rater1	And here we are frantically building these experiments, doing these calculations, writing these computer codes.	И здесь мы лихорадочно строим эти эксперименты, делаем эти вычисления, пишем эти компьютерные коды.	11 23	25 32	major major
metricsystem3	tedtalk-2	118	rater1	Imagine a billion years ago, two black holes collided.	Представьте, что миллиард лет назад две черные дыры столкнулись.	-1	-1	no-error
metricsystem3	tedtalk-2	119	rater1	That song has been ringing through space for all that time.	Эта песня звучит в космосе все это время.	10	19	major
metricsystem3	tedtalk-2	120	rater1	We weren't even here.	Мы даже не были здесь.	-1	-1	no-error
metricsystem3	tedtalk-2	121	rater1	It gets closer and closer -- 40,000 years ago, we're still doing cave paintings.	Все ближе и ближе - 40000 лет назад мы все еще делаем наскальные рисунки.	12 4	20 12	major major
metricsystem3	tedtalk-2	122	rater1	If it was the Big Bang we were going to pick up, it would sound like this.	Если бы это был Большой взрыв, который мы собирались поднять, это звучало бы так.	42 53	55 63	major major
metricsystem3	tedtalk-2	123	rater1	It's literally the definition of noise.	Это буквально определение шума.	-1	-1	no-error
metricsystem3	tedtalk-2	124	rater1	It's white noise; it's such a chaotic ringing.	Это белый шум, это такой хаотичный звон.	10	16	major
metricsystem3	tedtalk-2	125	rater1	But it's around us everywhere, presumably, if it hasn't been wiped out by some other process in the universe.	Но это вокруг нас везде, по-видимому, если оно не было уничтожено каким-либо другим процессом во вселенной.	43	49	major
metricsystem3	tedtalk-2	126	rater1	And if we pick it up, it will be music to our ears because it will be the quiet echo of that moment of our creation, of our observable universe.	И если мы возьмем это, это будет музыка для наших ушей, потому что это будет тихое эхо того момента нашего создания, нашей наблюдаемой вселенной.	10	20	major
metricsystem3	tedtalk-2	127	rater1	So within the next few years, we'll be able to turn up the soundtrack a little bit, render the universe in audio.	Так что в течение следующих нескольких лет мы сможем немного включить саундтрек, визуализировать вселенную в аудио.	61	72	major
metricsystem3	tedtalk-2	128	rater1	But if we detect those earliest moments, it'll bring us that much closer to an understanding of the Big Bang, which brings us that much closer to asking some of the hardest, most elusive, questions.	Но если мы обнаружим эти самые ранние моменты, это приблизит нас к пониманию Большого взрыва, которое намного приблизит нас к задаче некоторых из самых сложных, самых неуловимых вопросов.	126	135	major
metricsystem3	tedtalk-2	129	rater1	If we run the movie of our universe backwards, we know that there was a Big Bang in our past, and we might even hear the cacophonous sound of it, but was our Big Bang the only Big Bang?	Если мы запустим фильм о нашей вселенной в обратном направлении, мы знаем, что в нашем прошлом был Большой взрыв, и мы могли бы даже услышать его какофонический звук, но был ли наш Большой взрыв единственным Большим взрывом?	189 68	197 76	major major
metricsystem3	tedtalk-2	130	rater1	I mean we have to ask, has it happened before?	Я имею в виду, мы должны спросить, это случилось раньше?	39 48	51 52	major major
metricsystem3	tedtalk-2	131	rater1	Will it happen again?	Это случится снова?	12 4	16 15	major major
metricsystem3	tedtalk-2	132	rater1	I mean, in the spirit of rising to TED's challenge to reignite wonder, we can ask questions, at least for this last minute, that honestly might evade us forever.	Я имею в виду, что в духе решения задачи TED разжечь чудо мы можем задавать вопросы, по крайней мере, в течение этой последней минуты, которые честно могли бы избежать нас навсегда.	159 34 53 58	170 43 60 57	major major major minor
metricsystem3	tedtalk-2	133	rater1	But we have to ask: Is it possible that our universe is just a plume off of some greater history?	Но мы должны спросить: возможно ли, что наша вселенная - это просто шлейф от какой-то большей истории?	68	76	major
metricsystem3	tedtalk-2	134	rater1	Or, is it possible that we're just a branch off of a multiverse -- each branch with its own Big Bang in its past -- maybe some of them with black holes playing drums, maybe some without -- maybe some with sentient life, and maybe some without -- not in our past, not in our future, but somehow fundamentally connected to us?	Или, возможно, мы являемся просто ветвью мультивселенной - каждая ветвь имеет свой Большой Взрыв в прошлом - может быть, некоторые из них с черными дырами, играющими на барабанах, возможно, некоторые без - возможно, некоторые с разумной жизнью, а некоторые - без - не в нашем прошлом, не в нашем будущем, но каким-то образом фундаментально связаны с нами?	340 41 91	350 59 99	major major major
metricsystem3	tedtalk-2	135	rater1	So we have to wonder, if there is a multiverse, in some other patch of that multiverse, are there creatures?	Таким образом, мы должны задаться вопросом, есть ли мультивселенная, в каком-то другом патче этой мультивселенной, есть ли существа?	0 87	16 95	major major
metricsystem3	tedtalk-2	136	rater1	Here's my multiverse creatures.	Вот мои мультивселенные создания.	-1	-1	no-error
metricsystem3	tedtalk-2	137	rater1	Are there other creatures in the multiverse, wondering about us and wondering about their own origins?	Есть ли другие существа в Мультивселенной, которые интересуются нами и интересуются своим происхождением?	26	44	major
metricsystem3	tedtalk-2	138	rater1	And if they are, I can imagine them as we are, calculating, writing computer code, building instruments, trying to detect that faintest sound of their origins and wondering who else is out there.	И если это так, я могу представить их такими, какие мы есть, вычисляя, пишем компьютерный код, строим инструменты, пытаемся обнаружить слабый звук их происхождения и задаемся вопросом, кто еще там.	115 166 196 61 71 95	126 177 200 72 79 104	major major major major major major
metricsystem3	tedtalk-2	139	rater1	Thank you. Thank you.	Спасибо. Спасибо.	-1	-1	no-error
metricsystem3	tedtalk-2	140	rater1	(Applause)	(Аплодисменты)	-1	-1	no-error
