index	original	translation	scores	mean	z_scores	z_mean
1160	A major problem lies in determining the extent that the sample chosen is actually representative.	தேர்ந்தெடுக்கப்பட்ட மாதிரிகள் உண்மையில் பிரதிநிதித்துவம் செய்கின்றனவா என்பதை தீர்மானிப்பதில் ஒரு பெரிய பிரச்சினை உள்ளது.	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
1161	The ceiling is decorative and made of multicolor floral designs.	இந்த மேற்கூரை அலங்காரமாகவும், பல வண்ண மலர் வடிவமைப்புகளாலும் செய்யப்பட்டிருக்கிறது.	[92,95,97]	94.66666666666667	[0.40163530963669947, 0.6184291206010091, 0.6977323593314528]	0.5725989298563872
1162	Most of the refugees are Lhotshampa - Nepali-speaking Hindus of Nepalese descent who had settled in Bhutan.	அகதிகளில் பெரும்பாலானோர் பூடானில் குடியேறிய நேபாள வம்சாவளியைச் சேர்ந்த லோட்சம்பா-நேபாளி மொழி பேசும் இந்துக்கள்.	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
1163	He also knew of the ability of quartz to split light into a spectrum.	குவார்ட்சு ஒளியை நிறமாலையாக பிரிக்கும் திறனையும் அவர் அறிந்திருந்தார்.	[92,92,95]	93.0	[0.40163530963669947, 0.45428590102794053, 0.5704703111711503]	0.4754638406119301
1164	It was established in the year 1967.	இது 1967ஆம் ஆண்டில் நிறுவப்பட்டது.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
1165	However, his aggressive style increases his risk of getting out and he is one of the most inconsistent batsmen in cricket.	இருப்பினும், அவரது ஆக்ரோஷமான பாணி, அவுட் ஆகும் அபாயத்தை அதிகரிக்கிறது, மேலும் அவர் கிரிக்கெட்டில் மிகவும் நிலையற்ற பேட்ஸ்மேன்களில் ஒருவராக உள்ளார்.	[98,70,86]	84.66666666666667	[0.7524376846469182, -0.7494310425078954, -0.0022089055502110488]	0.0002659121962705828
1166	Active sonar have two performance limitations: due to noise and reverberation.	இரைச்சல் மற்றும் எதிரொலிப்பு காரணமாக செயலில் உள்ள சொனாருக்கு இரண்டு செயல்திறன் வரம்புகள் உள்ளன.	[90,95,96]	93.66666666666667	[0.2847011846332932, 0.6184291206010091, 0.6341013352513015]	0.5124105468285346
1167	At 32,800 km² it is the largest virgin forest in Europe.	32, 800 கிலோமீட்டர் தொலைவில் அமைந்துள்ள இந்த வனப்பகுதி ஐரோப்பாவிலேயே மிகப் பெரிய கன்னிக் காடு ஆகும்.	[98,90,91]	93.0	[0.7524376846469182, 0.34485708797922815, 0.31594621485054525]	0.4710803291588972
1168	The museum was part of an establishment of a public repository of knowledge of Malayan in a school, museum and library.	ஒரு பள்ளி, அருங்காட்சியகம் மற்றும் நூலகத்தில் மலாயன் பற்றிய அறிவு பொது களஞ்சியத்தை நிறுவுவதன் ஒரு பகுதியாக இந்த அருங்காட்சியகம் இருந்தது.	[92,95,91]	92.66666666666667	[0.40163530963669947, 0.6184291206010091, 0.31594621485054525]	0.4453368816960846
1169	The number of voting representatives is fixed by law at 435.	வாக்களிக்கும் பிரதிநிதிகளின் எண்ணிக்கை 435 என சட்டப்படி நிர்ணயிக்கப்பட்டுள்ளது.	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
1170	In Europe, the earliest sources of martial arts traditions date to Ancient Greece.	ஐரோப்பாவில், தற்காப்புக் கலை பாரம்பரியங்களின் ஆரம்பகால ஆதாரங்கள் பண்டைய கிரீஸ் காலத்தைச் சேர்ந்தவை.	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
1171	Other activities include industrial securitisation (Consorzio Sirio), treasury (Fiat Geva), Fiat Information & Communication Services.	தொழிலகப் பாதுகாப்புப் பத்திரமயமாக்கல் (Consorzio Sirio), கருவூலம் (Fiat Geva), ஃபியட் தகவல் மற்றும் தொலைத்தொடர்பு சேவைகள் (Fiat Information & Communication Services) ஆகியவை இதர நடவடிக்கைகளில் அடங்கும்.	[92,92,93]	92.33333333333333	[0.40163530963669947, 0.45428590102794053, 0.44320826301084776]	0.43304315789182923
1172	Later, the Mughals realized the strategic importance of the region and kept the region for an extended time.	பின்னர், முகலாயர்கள் இப்பகுதியின் மூலோபாய முக்கியத்துவத்தை உணர்ந்து, இப்பகுதியை நீண்ட காலம் வைத்திருந்தனர்.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
1173	These leaves are harvested and cured to allow for the slow oxidation and degradation of carotenoids in tobacco leaf.	இந்த இலைகள் அறுவடை செய்யப்பட்டு, மெதுவான ஆக்சிசனேற்றம் மற்றும் புகையிலை இலைகளில் கரோட்டினாய்டுகள் சிதைவதற்கு அனுமதிக்கின்றன.	[90,90,93]	91.0	[0.2847011846332932, 0.34485708797922815, 0.44320826301084776]	0.3575888452077897
1174	As part of her worship, an padaiyal offering, consisting of meat of the sacrificed animal as well as vegetarian dishes are presented to her and then given to devotees as prasad.	அவரது வழிபாட்டின் ஒரு பகுதியாக, பலியிடப்பட்ட விலங்குகளின் இறைச்சி மற்றும் சைவ உணவுகள் அடங்கிய படையல் பிரசாதம் அவருக்கு வழங்கப்பட்டு பின்னர் பக்தர்களுக்கு பிரசாதமாக வழங்கப்படுகிறது.	[98,95,96]	96.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.6341013352513015]	0.668322713499743
1175	The Hoods Tower Museum (Tamil: குட் கோபுர நூதனசாலை, romanized: Kuṭ Kōpura Nūtaṉacālai; Sinhala: ත්‍රිකුණාමලය නාවික කෞතුකාගාරය Trikuṇāmalaya Nāvika Kautukāgāraya) is a naval museum of the Sri Lanka Navy in Trincomalee.	ஹூட்ஸ் கோபுரம் அருங்காட்சியகம் (Hoods Tower Museum) இலங்கையின் திருகோணமலையில் அமைந்துள்ள கடற்படை அருங்காட்சியகமாகும்.	[92,95,95]	94.0	[0.40163530963669947, 0.6184291206010091, 0.5704703111711503]	0.5301782471362864
1176	Satellite communications also provide connection to the edges of Antarctica and Greenland.	அண்டார்டிகா மற்றும் கிரீன்லாந்தின் விளிம்புகளுக்கும் செயற்கைக்கோள் தொடர்புகள் இணைப்பை வழங்குகின்றன.	[98,98,100]	98.66666666666667	[0.7524376846469182, 0.7825723401740775, 0.8886254315719065]	0.8078784854643007
1177	It contributes to about 7% of Saudi Arabia's GDP.	இது சவுதி அரேபியாவின் மொத்த உள்நாட்டு உற்பத்தியில் 7% பங்களிக்கிறது.	[98,95,100]	97.66666666666667	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
1178	As domestics, guineafowl are valuable pest controllers, eating many insects.	வீட்டு விலங்குகள் என்ற வகையில், கினியாகோழி பல பூச்சிகளை உண்ணும் மதிப்புமிக்க பூச்சிக் கட்டுப்பாட்டு அமைப்பாகும்.	[90,80,84]	84.66666666666667	[0.2847011846332932, -0.20228697726433362, -0.12947095371051356]	-0.01568558211385133
1179	He had three sons and two daughters.	அவருக்கு மூன்று மகன்களும், இரண்டு மகள்களும் இருந்தனர்.	[98,98,97]	97.66666666666667	[0.7524376846469182, 0.7825723401740775, 0.6977323593314528]	0.7442474613841495
1180	Since their debut, the group has released five Korean albums and two Japanese albums.	அறிமுகமானதிலிருந்து, இந்தக் குழு ஐந்து கொரிய இசைத்தொகுப்புகளையும், இரண்டு ஜப்பானிய இசைத்தொகுப்புகளையும் வெளியிட்டுள்ளது.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
1181	Ternopil has a moderate continental climate with cold winters and warm summers.	டெர்னோபில் குளிர்ந்த குளிர்காலம் மற்றும் சூடான கோடைகாலத்துடன் மிதமான கண்டக் காலநிலையைக் கொண்டுள்ளது.	[85,90,90]	88.33333333333333	[-0.007634127875222391, 0.34485708797922815, 0.252315190770394]	0.19651271695813324
1182	The usual explanations include numerous factors, especially high consumer debt, ill-regulated markets that permitted overoptimistic loans by banks and investors, and the lack of high-growth new industries.	வழக்கமான விளக்கங்களில் பல காரணிகள், குறிப்பாக அதிக நுகர்வோர் கடன், வங்கிகள் மற்றும் முதலீட்டாளர்களால் அதிகப்படியான நம்பிக்கையான கடன்களை அனுமதித்த ஒழுங்குபடுத்தப்படாத சந்தைகள் மற்றும் அதிக வளர்ச்சி கொண்ட புதிய தொழில்கள் இல்லாதது ஆகியவை அடங்கும்.	[88,96,93]	92.33333333333333	[0.16776705962988697, 0.6731435271253652, 0.44320826301084776]	0.4280396165887
1183	Bahour is a town, Commune, Taluk and Assembly Constituency in the Union Territory of Puducherry, India.	பாகூர் (Bahour) என்பது இந்தியாவின் ஒன்றியப் பகுதியான புதுச்சேரியில் உள்ள ஒரு நகரம், கொம்யூன், வட்டம் மற்றும் சட்டமன்றத் தொகுதி ஆகும்.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
1184	"However, overproduction and tighter legal enforcement for the illegal product caused drug dealers to convert the powder to ""crack"" – a solid, smokable form of cocaine that could be sold in smaller quantities to more people."	இருப்பினும், அதிகப்படியான உற்பத்தி மற்றும் சட்டவிரோதமான தயாரிப்புக்காக கடுமையான சட்ட அமலாக்கம் காரணமாக போதை மருந்து விற்பனையாளர்கள் இந்த பொடியை “கிராக்” ஆக மாற்ற நேர்ந்தது-இது ஒரு திடமான, புகை பிடிக்கக்கூடிய கோகோயின் வடிவம், இது சிறிய அளவில் அதிக மக்களுக்கு விற்கப்படலாம்.	[70,90,82]	80.66666666666667	[-0.8846400654007692, 0.34485708797922815, -0.2567330018708161]	-0.26550532643078567
1185	Shortly afterwards, Golkonda became part of the Mughal Empire, but his estate was apparently continued.	சிறிது காலத்திற்குப் பிறகு, கோல்கொண்டா முகலாயப் பேரரசின் ஒரு பகுதியாக மாறியது, ஆனால் அவரது தோட்டம் தொடர்ந்து இருந்தது.	[85,80,84]	83.0	[-0.007634127875222391, -0.20228697726433362, -0.12947095371051356]	-0.11313068628335653
1186	The ruler of Cochin Kingdom then decided to shift the lingam to a more appropriate place and construct a temple around it.	கொச்சி இராச்சியத்தின் ஆட்சியாளர் பின்னர் லிங்கத்தை மிகவும் பொருத்தமான இடத்திற்கு மாற்றி அதைச் சுற்றி ஒரு கோவிலைக் கட்ட முடிவு செய்தார்.	[94,95,92]	93.66666666666667	[0.5185694346401057, 0.6184291206010091, 0.3795772389306965]	0.5055252647239371
1187	He is currently the chairman of Asian College of Journalism, Chennai.	தற்போது சென்னை ஆசிய இதழியல் கல்லூரியின் தலைவராக உள்ளார்.	[100,99,98]	99.0	[0.8693718096503245, 0.8372867466984337, 0.761363383411604]	0.8226739799201207
1188	The Mongols rolled the caliph up in a rug, and rode their horses over him, as they believed that the earth would be offended if it were touched by royal blood.	மங்கோலியர்கள் கலிஃபை ஒரு பாய்மரத்தில் சுற்றி, தங்கள் குதிரைகளை அவர் மீது சவாரி செய்தனர், ஏனெனில் அரச இரத்தத்தால் பூமி பாதிக்கப்படும் என்று அவர்கள் நம்பினர்.	[70,70,68]	69.33333333333333	[-0.8846400654007692, -0.7494310425078954, -1.1475673389929337]	-0.9272128156338661
1189	Its freight trains however continued to run during this period.	எனினும் இந்த காலகட்டத்தில் சரக்கு ரயில்கள் தொடர்ந்து இயங்கின.	[94,95,96]	95.0	[0.5185694346401057, 0.6184291206010091, 0.6341013352513015]	0.5903666301641387
1190	It raise awareness of diseases spread by mosquitoes, including dengue, chikungunya, Zika, yellow fever, and malaria.	டெங்கு, சிக்குன்குனியா, ஜிகா, மஞ்சள் காய்ச்சல் மற்றும் மலேரியா உள்ளிட்ட கொசுக்களால் பரவும் நோய்கள் குறித்த விழிப்புணர்வை இது ஏற்படுத்துகிறது.	[98,95,100]	97.66666666666667	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
1191	Bargarh is a municipality in Bargarh district in the state of Odisha in India.	பர்கார் (Bargar) என்பது இந்தியாவின் ஒடிசா மாநிலத்தின் பார்கார் மாவட்டத்திலுள்ள ஒரு நகராட்சி ஆகும்.	[90,90,93]	91.0	[0.2847011846332932, 0.34485708797922815, 0.44320826301084776]	0.3575888452077897
1192	List of villages from north to south and population: The island belongs to the township of Nancowry.	வடக்கிலிருந்து தெற்கே உள்ள கிராமங்கள் மற்றும் மக்கள் தொகைஃ இந்தத் தீவு நான்கோவ்ரி நகரத்திற்கு சொந்தமானது.	[90,90,88]	89.33333333333333	[0.2847011846332932, 0.34485708797922815, 0.12505314261009146]	0.2515371384075376
1193	There are three further references before the Civil War.	உள்நாட்டுப் போருக்கு முன் மேலும் மூன்று குறிப்புகள் உள்ளன.	[90,90,87]	89.0	[0.2847011846332932, 0.34485708797922815, 0.06142211852994021]	0.23032679704748715
1194	The Tamil script, like the other Brahmic scripts, is thought to have evolved from the original Brahmi script.	பிற பிராமண எழுத்துக்களைப் போலவே தமிழ் எழுத்துக்களும் அசல் பிராமண எழுத்துக்களிலிருந்து உருவானவை என்று கருதப்படுகிறது.	[94,95,98]	95.66666666666667	[0.5185694346401057, 0.6184291206010091, 0.761363383411604]	0.6327873128842396
1195	found that facial resemblance between couples was a strong driving force among the mechanisms of assortative mating: human couples resemble each other significantly more than would be expected from random pair formation.	தம்பதிகளுக்கு இடையிலான முக ஒற்றுமை என்பது வகைப்படுத்தப்பட்ட இணையும் வழிமுறைகளில் ஒரு வலுவான உந்து சக்தியாக உள்ளதுஃ மனித தம்பதிகள் சீரற்ற இணை உருவாக்கத்தால் எதிர்பார்க்கப்படுவதை விட குறிப்பிடத்தக்க வகையில் ஒருவரையொருவர் ஒத்திருக்கிறார்கள்.	[85,95,91]	90.33333333333333	[-0.007634127875222391, 0.6184291206010091, 0.31594621485054525]	0.3089137358587773
1196	The ethnic Rakhine make up the majority, followed by a considerable population of Rohingya Muslims.	ராக்கைன் இன மக்கள் பெரும்பான்மையினராக உள்ளனர், அதைத் தொடர்ந்து ரோஹிங்கியா முஸ்லிம்கள் கணிசமான எண்ணிக்கையில் உள்ளனர்.	[98,60,80]	79.33333333333333	[0.7524376846469182, -1.2965751077514571, -0.3839950500311186]	-0.30937749104521917
1197	After completing his degree, he went to Hyderabad for training.	பட்டம் பெற்ற பிறகு, அவர் பயிற்சிக்காக ஹைதராபாத் சென்றார்.	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
1198	It comprised present-day Tamil Nadu, the Malabar region of North Kerala, the coastal and Rayalaseema regions of Andhra Pradesh, and the Bellary, Dakshina Kannada, and Udupi districts of Karnataka.	இது இன்றைய தமிழ்நாடு, வடக்கு கேரளாவின் மலபார் பகுதி, ஆந்திரப் பிரதேசத்தின் கடலோர மற்றும் ராயலசீமா பகுதிகள் மற்றும் கர்நாடகாவின் பெல்லாரி, தட்சிண கன்னடா மற்றும் உடுப்பி மாவட்டங்களை உள்ளடக்கியது.	[98,95,98]	97.0	[0.7524376846469182, 0.6184291206010091, 0.761363383411604]	0.7107433962198438
1199	Because of this, some scholars believe them to be contemporary rulers.	இதன் காரணமாக, சில அறிஞர்கள் இவர்களை சமகால ஆட்சியாளர்களாக நம்புகிறார்கள்.	[98,95,96]	96.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.6341013352513015]	0.668322713499743
1200	The Ayyubid dynasty (Arabic: الأيوبيون‎ al-Ayyūbīyūn; Kurdish: ئەیووبیەکان Eyûbiyan) was a Sunni Muslim dynasty of Kurdish origin, founded by Saladin and centered in Egypt, ruling over the Levant, Mesopotamia, Hijaz, Nubia and parts of the Maghreb.	அய்யூபிட் வம்சம் (Ayyubid dynasty) (அரபு மொழிஃ محافظة العyyymbiliys biliys அரபு மொழிஃ محافظة الاymbiliys அரபு மொழிஃ محافظة الاymbiliyn குர்து மொழிஃ محافظة العymbiliys அரபு மொழிஃ محافظة العymbiliys அரபு மொழிஃ mahāfiliys அரபு மொழிஃ mahreb அரபு மொழிஃ mahāfiliymesiliys al-Aymbiliymiyn குர்து மொழிஃ mahreb.	[10,10,10]	10.0	[-4.3926638155029565, -4.032295433969266, -4.838166735641707]	-4.421041995037977
1201	It currently offers total 601 channels, 495 SD channels and 99 HD channels and services, along with many other active services.	இது மொத்தம் 601 சேனல்கள், 495 எஸ்டி சேனல்கள் மற்றும் 99 எச். டி சேனல்கள் மற்றும் சேவைகளை வழங்குகிறது.	[42,90,37]	56.333333333333336	[-2.5217178154484565, 0.34485708797922815, -3.1201290854776227]	-1.7656632709822837
1202	Siluvai Michael Rayappan is an Indian politician and former Member of the Tamil Nadu Legislative Assembly from the Radhapuram constituency.	Siluvai Michael Rayappan) ஓர் இந்திய அரசியல்வாதியும், தமிழ்நாட்டின் முன்னாள் சட்டமன்ற உறுப்பினரும் ஆவார்.	[20,70,37]	42.333333333333336	[-3.807993190485925, -0.7494310425078954, -3.1201290854776227]	-2.559184439490481
1203	C–N bonds are strongly polarised towards nitrogen.	C-N பிணைப்புகள் நைட்ரசனை நோக்கி வலுவாக துருவப்படுத்தப்படுகின்றன.	[91,95,95]	93.66666666666667	[0.34316824713499633, 0.6184291206010091, 0.5704703111711503]	0.5106892263023853
1204	"The storyline intensified as the two taunted each other with caskets, leading to a handicap casket match at No Mercy, in which The Undertaker lost to Randy and his father ""Cowboy"" Bob Orton."	இருவரும் பேழைகளைக் கொண்டு ஒருவரையொருவர் தாக்கியதால் கதைவரிசை தீவிரமடைந்தது, இது நோ மெர்சியில் ஒரு ஹேண்டிகேப் காஸ்கெட் போட்டிக்கு வழிவகுத்தது, இதில் தி அண்டர்டேக்கர் ரேண்டியிடமும் அவரது தந்தை பாப் ஆர்ட்டனிடமும் தோல்வியடைந்தார்.	[88,95,94]	92.33333333333333	[0.16776705962988697, 0.6184291206010091, 0.506839287090999]	0.4310118224406317
1205	She is the first dancer to have conceived, conceptualised and brought out a dance video on the philosophy and legend of the immortal Khajuraho temples entitled ‘Dance of the Temples’.	அழியாத கஜுராஹோ கோயில்களின் தத்துவம் மற்றும் புராணக்கதை குறித்து 'கோயில்களின் நடனம்' என்ற தலைப்பில் நடனக் காணொளியை உருவாக்கி, கருத்தாக்கம் செய்த முதல் நடனக் கலைஞர் இவர் ஆவார்.	[94,94,96]	94.66666666666667	[0.5185694346401057, 0.5637147140766529, 0.6341013352513015]	0.57212849465602
1206	The majority are of Bamar, Burmese Indians, Karen and Burmese Chinese ethnicity.	இவர்களில் பெரும்பாலானவர்கள் பாமர், பர்மிய இந்தியர்கள், கரேன் மற்றும் பர்மிய சீன இனத்தவர்கள் ஆவர்.	[98,98,100]	98.66666666666667	[0.7524376846469182, 0.7825723401740775, 0.8886254315719065]	0.8078784854643007
1207	Wikis tend to take a soft-security approach to the problem of vandalism, making damage easy to undo rather than attempting to prevent damage.	சேதம் ஏற்படுவதைத் தடுப்பதற்கு முயற்சி செய்வதற்குப் பதிலாக சேதம் ஏற்படுவதைத் தடுப்பதை எளிதாக்க விக்கிகள் மென்மையான பாதுகாப்பு அணுகுமுறையைப் பின்பற்றுகின்றன.	[94,95,93]	94.0	[0.5185694346401057, 0.6184291206010091, 0.44320826301084776]	0.5267356060839875
1208	It has the appearance of a yellow powder with a melting point of 240 °C (464 °F).	இது 240 டிகிரி செல்சியசு (464 டிகிரி செல்சியசு) உருகுநிலை கொண்ட மஞ்சள் நிறத் தூளாகத் தோன்றுகிறது.	[70,95,84]	83.0	[-0.8846400654007692, 0.6184291206010091, -0.12947095371051356]	-0.13189396617009122
1209	In ancient times, land appears to have been held in common with an individual unable to sell it without the consent of the other owners, who in most cases were members of the same community.	பண்டைய காலங்களில், ஒரே சமூகத்தைச் சேர்ந்த பிற உரிமையாளர்களின் ஒப்புதல் இல்லாமல் நிலத்தை விற்க முடியாத ஒரு தனிநபருடன் நிலம் பொதுவாகக் கருதப்பட்டதாகத் தெரிகிறது.	[34,80,45]	53.0	[-2.9894543154620816, -0.20228697726433362, -2.6110808928364126]	-1.934274061854276
1210	Alaverdi is one of the major centres of sports in Armenia.	அலவேர்டி ஆர்மீனியாவின் முக்கிய விளையாட்டு மையங்களில் ஒன்றாகும்.	[98,95,96]	96.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.6341013352513015]	0.668322713499743
1211	The Metropolitan Cathedral Basilica of the Holy Saviour or Cathedral of San Salvador (Spanish: Catedral Metropolitana Basílica de San Salvador, Latin: Sancta Ovetensis) is a Roman Catholic church and minor basilica in the centre of Oviedo, in the Asturias region of northern Spain.	சான் சால்வடோர் பெருங்கோவில் (எசுப்பானியம்ஃ Catedral Metropolitana Basílica de San Salvador, இலத்தீன்ஃ Sancta Ovetensis) என்பது வடக்கு எசுப்பானியாவின் ஓவியடோவின் மையத்தில் அமைந்துள்ள ஒரு உரோமன் கத்தோலிக்க தேவாலயம் மற்றும் சிறிய பேராலயம் ஆகும்.	[35,70,51]	52.0	[-2.9309872529603784, -0.7494310425078954, -2.229294748355505]	-1.9699043479412595
1212	Thereafter, Pandi dies during a stage performance, and the troupe splits up.	அதன்பிறகு, ஒரு மேடை நிகழ்ச்சியின் போது பாண்டி இறந்துவிடுகிறார்.	[45,80,66]	63.666666666666664	[-2.3463166279433474, -0.20228697726433362, -1.2748293871532361]	-1.2744776641203057
1213	Funk proposed the hypothesis that other diseases, such as rickets, pellagra, coeliac disease, and scurvy could also be cured by vitamins.	ரிக்கெட்ஸ் (Rickets), பெல்லாக்ரா (Pellagra), கோலியக் (Coeliac) நோய் மற்றும் ஸ்கர்வி (scurvy) போன்ற பிற நோய்களையும் வைட்டமின்கள் மூலம் குணப்படுத்த முடியும் என்ற கருதுகோளை ஃபங்க் முன்மொழிந்தார்.	[90,89,88]	89.0	[0.2847011846332932, 0.290142681454872, 0.12505314261009146]	0.23329900289941888
1214	Accamma Cherian led a mass rally from Thampanoor to the Kowdiar Palace of the Maharaja Chithira Thirunal Balarama Varma to revoke a ban on State Congress.	மாநில காங்கிரஸ் மீதான தடையை நீக்க தம்பானூரில் இருந்து மகாராஜா சித்திரா திருநாள் பலராம வர்மாவின் கவுடியார் அரண்மனை வரை அக்கம்மா செரியன் தலைமையில் பேரணி நடைபெற்றது.	[96,95,93]	94.66666666666667	[0.6355035596435119, 0.6184291206010091, 0.44320826301084776]	0.5657136477517896
1215	His doctoral thesis introduced sequential quadratic programming, which became a leading iterative method for nonlinear programming.	அவரது முனைவர் பட்ட ஆய்வறிக்கை வரிசைமுறை இருபடி நிரலாக்க முறையை அறிமுகப்படுத்தியது, இது நேரியல் அல்லாத நிரலாக்கத்திற்கு ஒரு முன்னணி மீள்நிகழ்வு முறையாக மாறியது.	[80,95,85]	86.66666666666667	[-0.299969440383738, 0.6184291206010091, -0.06583992963036231]	0.08420658352896959
1216	The performers who wears chilanka, an anklet uses for dance dances according to the rhythm of a musical instrument named thudi.	சிலங்கா அணிந்த கலைஞர்கள், துடி என்ற இசைக்கருவியின் தாளத்திற்கு ஏற்ப நடனமாடுகிறார்கள்.	[80,95,85]	86.66666666666667	[-0.299969440383738, 0.6184291206010091, -0.06583992963036231]	0.08420658352896959
1217	During his college days Nagabharana came under the indelible influence of the great playwright Adya Rangacharya.	அவரது கல்லூரி நாட்களில் நாகபரணா சிறந்த நாடக ஆசிரியர் ஆத்யா ரங்காச்சார்யாவின் அழிக்க முடியாத செல்வாக்கின் கீழ் வந்தார்.	[80,70,76]	75.33333333333333	[-0.299969440383738, -0.7494310425078954, -0.6385191463517237]	-0.5626398764144523
1218	This gives it a ranking of 620th in India (out of a total of 640).	இது இந்தியாவில் உள்ள 640 மாவட்டங்களில் 620வது இடத்தில் உள்ளது.	[95,95,96]	95.33333333333333	[0.5770364971418088, 0.6184291206010091, 0.6341013352513015]	0.6098556509980398
1219	The ladies normally wear Gujarati style Saree and men can be seen in flowing Kurtas and formal wear (shirts and trousers).	பெண்கள் பொதுவாக குஜராத்தி பாணியிலான சேலையையும், ஆண்கள் குர்தாக்களிலும், முறையான ஆடைகளிலும் (சட்டைகள் மற்றும் ட்ராவுசர்ட்டுகள்) காணலாம்.	[70,95,80]	81.66666666666667	[-0.8846400654007692, 0.6184291206010091, -0.3839950500311186]	-0.2167353316102929
1220	The main headquarters is located in Kuala Lumpur, Malaysia.	இதன் தலைமையகம் மலேசியாவின் கோலாலம்பூரில் அமைந்துள்ளது.	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
1221	Chozhia Vellalar (also spelt as Sozhia Vellalar) is a caste from the Indian state of Tamil Nadu.	சோழிய வெள்ளாளர் (Chozhia Vellalar) (சோழிய வெள்ளாளர் என்றும் உச்சரிக்கப்படுகிறது) இந்திய மாநிலமான தமிழ்நாட்டைச் சேர்ந்த ஒரு சாதி ஆகும்.	[92,95,97]	94.66666666666667	[0.40163530963669947, 0.6184291206010091, 0.6977323593314528]	0.5725989298563872
1222	"The tribunal concluded that Ferguson was ""particularly petty"" and ""immature""."	"""பெர்குசன்"" ""குறிப்பாக அற்பமானவர்"" ""மற்றும்"" ""முதிர்ச்சியற்றவர்"" ""என்று தீர்ப்பாயம் முடிவு செய்தது."""	[90,95,95]	93.33333333333333	[0.2847011846332932, 0.6184291206010091, 0.5704703111711503]	0.49120020546848425
1223	An ancient temple on the island is said to have been demolished to extract stones for use on the fort.	தீவில் உள்ள ஒரு பழங்கால கோயில் கோட்டையின் பயன்பாட்டிற்காக கற்களை எடுப்பதற்காக இடிக்கப்பட்டதாக கூறப்படுகிறது.	[96,95,93]	94.66666666666667	[0.6355035596435119, 0.6184291206010091, 0.44320826301084776]	0.5657136477517896
1224	During the rule of the Aryacakravarti rulers, the laws governing the society was based on a compromise between a matriarchal system of society that seemed to have had deeper roots overlaid with a patriarchal system of governance.	ஆரியச்சக்கரவர்த்தி ஆட்சியாளர்களின் ஆட்சியின் போது, சமுதாயத்தை நிர்வகிக்கும் சட்டங்கள், ஒரு தாய்-சேய் முறைக்கு இடையேயான சமரசத்தின் அடிப்படையில் அமைந்திருந்தன.	[70,35,54]	53.0	[-0.8846400654007692, -2.6644352708603614, -2.0384016761150514]	-1.8624923374587272
1225	Television documentaries are televised media productions that screen documentaries.	தொலைக்காட்சி ஆவணப்படங்கள் என்பது தொலைக்காட்சி மூலம் தயாரிக்கப்பட்ட ஆவணப்படங்கள் ஆகும்.	[94,94,92]	93.33333333333333	[0.5185694346401057, 0.5637147140766529, 0.3795772389306965]	0.4872871292158183
1226	The Romans began by attacking the weakest spot: the third wall.	மிகவும் பலவீனமான மூன்றாவது சுவரை தாக்கி ரோமர்கள் துவங்கினர்.	[98,50,72]	73.33333333333333	[0.7524376846469182, -1.8437191729950189, -0.8930432426723287]	-0.6614415770068097
1227	Its name comes from the compound's empirical formula, NbBr5.	இச்சேர்மத்தின் அனுபவ வாய்ப்பாடான NbBr5 என்ற மூலக்கூற்று வாய்ப்பாட்டிலிருந்து இச்சேர்மத்தின் பெயர் உருவாகியுள்ளது.	[90,85,89]	88.0	[0.2847011846332932, 0.07128505535744727, 0.18868416669024274]	0.1815568022269944
1228	The mineral form of potassium sulfate, arcanite, is relatively rare.	பொட்டாசியம் சல்பேட்டின் கனிம வடிவமான ஆர்கனைட்டு ஒப்பீட்டளவில் அரிதானது.	[98,98,100]	98.66666666666667	[0.7524376846469182, 0.7825723401740775, 0.8886254315719065]	0.8078784854643007
1229	The pole is represented by (0, θ) for any value of θ.	எந்த மதிப்புக்கும் துருவம் (0, கால்சியம்) பிரதிநிதித்துவப்படுத்தப்படுகிறது.	[50,50,47]	49.0	[-2.0539813154348314, -1.8437191729950189, -2.4838188446761102]	-2.12717311103532
