index	original	translation	scores	mean	z_scores	z_mean
1342	This included making sure all the safety precautions were taken and protocols were followed.	આમાં સલામતીની તમામ સાવચેતીઓ અને પ્રોટોકોલનું પાલન થાય તે સુનિશ્ચિત કરવું સામેલ હતું.	[90, 80, 100]	90.0	[0.5819083638496467, -0.1783075402416617, 0.6070119356946091]	0.3368709197675314
1343	We then started checking online for records and then approached Limca Book of Records and World Record India before approaching Guinness World Records,” he said.	ત્યારબાદ અમે રેકોર્ડ માટે ઓનલાઇન તપાસ શરૂ કરી અને પછી ગિનીઝ વર્લ્ડ રેકોર્ડનો સંપર્ક કરતા પહેલા લિમ્કા બુક ઓફ રેકોર્ડ અને વર્લ્ડ રેકોર્ડ ઇન્ડિયાનો સંપર્ક કર્યો.	[70, 65, 90]	75.0	[-0.6564203729861059, -0.9543610832623659, 0.12599268513002365]	-0.494929590372816
1344	Arrangements have to be made for cleaning and disinfecting all areas, furniture, equipment, stationery, storage places, water tanks, kitchens, canteens, washrooms, libraries on the school campus.	શાળા સંકુલમાં તમામ વિસ્તારો, ફર્નિચર, ઉપકરણો, સ્ટેશનરી, સંગ્રહ સ્થળો, પાણીની ટાંકીઓ, રસોડા, કેન્ટીન, વોશરૂમ, પુસ્તકાલયો વગેરેની સફાઇ અને ડિસઇન્ફેક્શનની વ્યવસ્થા કરવી પડશે.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
1345	” added the official.	” એમ અધિકારીએ ઉમેર્યું હતું.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1346	The Congress has just 24 members in the 200-seat assembly.	200 બેઠકોવાળી વિધાનસભામાં કોંગ્રેસના માત્ર 24 સભ્યો છે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1347	Using caller ID tracker, the NSG found that the call was made from Mumbai-based number and alerted its Mumbai unit and the city police.	કોલર આઇડી ટ્રેકરનો ઉપયોગ કરીને એનએસજીને જાણવા મળ્યું હતું કે, આ કોલ મુંબઇ સ્થિત નંબરથી કરવામાં આવ્યો હતો અને તેણે તેના મુંબઈ એકમ અને શહેરની પોલીસને જાણ કરી હતી.	[100, 90, 100]	96.66666666666667	[1.2010727322675232, 0.3390614884388078, 0.6070119356946091]	0.7157153854669801
1348	Horoscope Today, 30 December 2020: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs	આજનું રાશિફળ 30 ડિસેમ્બર 2020: જાણો મેષ, વૃષભ, મિથુન, કર્ક અને અન્ય રાશિઓનું રાશિફળ	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
1349	Notices have been sent to them.	તેમને નોટિસ પાઠવવામાં આવી છે.	[100, 100, 70]	90.0	[1.2010727322675232, 0.8564305171192773, -0.8360458159991471]	0.40715247779588454
1350	On Monday, 24k gold was priced at Rs 53,700 per 10 grams, while silver was being sold for Rs 64,000 per kilogram.	સોમવારના રોજ 24 કેરેટના સોનાની કિંમત 53,700 રૂપિયા પ્રતિ 10 ગ્રામ હતી જ્યારે ચાંદીની કિંમત 64,000 રૂપિયા પ્રતિ કિલોગ્રામ હતી.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1351	But I don’t want this time to rush by.	પરંતુ હું આ વખતે ઉતાવળ કરવા માંગતો નથી.	[80, 40, 100]	73.33333333333333	[-0.037256004568229584, -2.2477836549635395, 0.6070119356946091]	-0.5593425746123867
1352	Joy said PF money should be withdrawn only for major purposes like housing, education of children, or serious hospitalisation. “. . . Only then will people get social security.	જોયે કહ્યું હતું કે, પીએફના નાણાં મુખ્ય હેતુઓ જેમ કે આવાસ, બાળકોના શિક્ષણ અથવા ગંભીર હોસ્પિટલમાં દાખલ થવા માટે જ ઉપાડવા જોઈએ, ત્યારે જ લોકોને સામાજિક સુરક્ષા મળશે.	[80, 65, 70]	71.66666666666667	[-0.037256004568229584, -0.9543610832623659, -0.8360458159991471]	-0.6092209679432475
1353	The CISF IG himself is monitoring the inquiry,” an official said.	સીઆઈએસએફના આઈજી પોતે આ તપાસ પર નજર રાખી રહ્યા છે.	[60, 60, 90]	70.0	[-1.2755847414039823, -1.2130455976026007, 0.12599268513002365]	-0.7875458846255198
1354	Out of 14 new cases, 8 are recorded from Ahmedabad, followed by two each from Surat and Bhavnagar and one each from Vadodara and Chhota Udepur.	નવા નોંધાયેલા 14 કેસોમાંથી અમદાવાદમાં 8, સુરત અને ભાવનગરમાં બે-બે અને વડોદરા અને છોટા ઉદેપુરમાં એક-એક કેસ નોંધાયો છે.	[80, 90, 100]	90.0	[-0.037256004568229584, 0.3390614884388078, 0.6070119356946091]	0.30293913985506243
1355	They later made him to call his sister, Dr Hina Oza and his brother-in-law Dr Vipul Oza, reads the complaint.	હિના ઓઝા અને તેમના સાળા ડૉ. વિપુલ ઓઝાને ફોન કર્યો હતો.	[30, 40, 30]	33.333333333333336	[-3.1330778466576112, -2.2477836549635395, -2.760122818257489]	-2.7136614399595467
1356	Stay home and stay healthy.	ઘરમાં રહો અને સ્વસ્થ રહો.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1357	Presently, workers of a private contractor are working as attendants at the petrol pump, which was inaugurated in April this year.	હાલમાં એક ખાનગી કોન્ટ્રાક્ટરના કામદારો પેટ્રોલ પંપ પર એટેન્ડન્ટ તરીકે કામ કરી રહ્યા છે, જેનું ઉદઘાટન આ વર્ષે એપ્રિલમાં થયું હતું.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
1358	Dixit could also be purportedly heard saying that “after receiving the payment, Congress would protest against the discom just as a formality to gather public support”.	દીક્ષિતને કથિત રીતે કહેતા પણ સાંભળવામાં આવી શકે છે કે “ચૂકવણી પ્રાપ્ત કર્યા પછી, કોંગ્રેસ જાહેર સમર્થન એકત્ર કરવા માટે ઔપચારિકતા તરીકે ડિસ્કોમ સામે વિરોધ કરશે.	[90, 85, 100]	91.66666666666667	[0.5819083638496467, 0.08037697409857304, 0.6070119356946091]	0.42309909121427625
1359	So far, NIA has arrested 12 persons in the case.	NIAએ આ કેસમાં અત્યાર સુધીમાં 12 લોકોની ધરપકડ કરી છે.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
1360	However, the actress was still taken aback by some comments when she was having a live chat with her fans last week.	જોકે, ગયા અઠવાડિયે જ્યારે તે પોતાના પ્રશંસકો સાથે લાઇવ ચેટ કરી રહી હતી ત્યારે કેટલીક ટિપ્પણીઓથી અભિનેત્રી હજુ પણ અચંબિત હતી.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
1361	Occasionally they find space for themselves at a youth club.	ક્યારેક-ક્યારેક તેઓ યુથ ક્લબમાં પોતાની માટે જગ્યા શોધી લે છે.	[80, 80, 100]	86.66666666666667	[-0.037256004568229584, -0.1783075402416617, 0.6070119356946091]	0.1304827969615726
1362	Fewer than 800 samples have been tested till now.	અત્યાર સુધીમાં 800થી ઓછા સેમ્પલનું પરીક્ષણ કરવામાં આવ્યું છે.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
1363	Multimodality treatment (a varied combination of surgery, chemotherapy and radiation therapy) was administered for cancers of breast and head & neck, while cancer cervix was treated mainly with radiotherapy and chemotherapy.	મલ્ટીમોડલિટી ટ્રીટમેન્ટ (સર્જરી, કેમોથેરાપી અને રેડિયેશન થેરાપીનું વિવિધ સંયોજન) સ્તન અને માથાના કેન્સર અને ગર્ભાશયના કેન્સરની સારવાર મુખ્યત્વે રેડિયોથેરાપી અને કેમોથેરાપીથી કરવામાં આવી હતી.	[70, 90, 100]	86.66666666666667	[-0.6564203729861059, 0.3390614884388078, 0.6070119356946091]	0.09655101704910367
1364	Police have launched a probe to ascertain the cause of the accident.	અકસ્માતનું કારણ જાણવા માટે પોલીસે તપાસ શરૂ કરી છે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1365	There were 425 recoveries and 309 new cases detected over the past 24 hours.	છેલ્લા 24 કલાકમાં 425 દર્દી સાજા થયા છે અને 309 નવા કેસ નોંધાયા છે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1366	These multiple spot beams will cover the entire country.	આ મલ્ટીપલ સ્પોટ બીમ સમગ્ર દેશને આવરી લેશે.	[100, 70, 100]	90.0	[1.2010727322675232, -0.6956765689221313, 0.6070119356946091]	0.3708026996800003
1367	The FIR has also given a detailed account of how circle officer, Bilhaur, Devendra Mishra, was dragged by the attackers into the home of Prem Kumar Pandey, the maternal uncle of Dubey, and killed with an axe.	FIRમાં સર્કલ ઓફિસર બિલ્હૌર દેવેન્દ્ર મિશ્રાને હુમલાખોરોએ દુબેના મામા પ્રેમ કુમાર પાંડેના ઘરે ખેંચીને કુહાડીથી મારી નાખવાની વિગતવાર માહિતી પણ આપવામાં આવી છે.	[70, 55, 100]	75.0	[-0.6564203729861059, -1.4717301119428354, 0.6070119356946091]	-0.5070461830781107
1368	Only 37% said they would support Congress in such an event.	માત્ર 37% લોકોએ કહ્યું કે તેઓ આ પ્રકારના કાર્યક્રમમાં કોંગ્રેસને ટેકો આપશે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1369	"Between 1914 and 2014, the average height of Indian men increased by about 3cm to reach 165cm (5'5"") while women grew taller by 5cm to become 153cm (5'1"")."	1914 અને 2014 વચ્ચે ભારતીય પુરુષોની સરેરાશ ઊંચાઈ લગભગ 3 સેન્ટીમીટર વધીને 165 સેન્ટીમીટર (5 '5') થઈ હતી, જ્યારે મહિલાઓની સરેરાશ ઊંચાઈ 5 સેન્ટીમીટર વધીને 153 સેન્ટીમીટર (5 '1') થઈ હતી.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1370	The GTU has raised its passing mark from 35% to 40%, which means students will have to score 28 instead of 23 marks in a 70-mark paper.	GTUએ પોતાનો પાસ થવાનો માર્ક 35 ટકાથી વધારીને 40 ટકા કર્યો છે, એટલે કે વિદ્યાર્થીઓએ 70 માર્કના પેપરમાં 23 માર્કની જગ્યાએ 28 માર્ક્સ મેળવવાના રહેશે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1371	Kabir Bedi essays the role of police commissioner AA Khan, who is known for his dedication and patriotism.	આ ફિલ્મમાં કબીર બેદી પોલીસ કમિશનર એ. એ. ખાનનું પાત્ર ભજવી રહ્યા છે, જે પોતાના સમર્પણ અને દેશભક્તિ માટે જાણીતા છે.	[90, 90, 100]	93.33333333333333	[0.5819083638496467, 0.3390614884388078, 0.6070119356946091]	0.5093272626610212
1372	So far, no adverse effects have been reported.	અત્યાર સુધી કોઈ આડઅસરો જોવા મળી નથી.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
1373	“Different ministries and states are working together, from screening people arriving in India to providing prompt medical attention,” he tweeted.	વિવિધ મંત્રાલયો અને રાજ્યો ભારતમાં આવી રહેલા લોકોનું સ્ક્રિનિંગ કરવાથી લઈને તાત્કાલિક તબીબી સારવાર પૂરી પાડવા માટે સાથે મળીને કામ કરી રહ્યા છે.	[50, 60, 100]	70.0	[-1.8947491098218585, -1.2130455976026007, 0.6070119356946091]	-0.8335942572432833
1374	Those injured have been identified as Nimu Sakaria (45) and Smruti Joshi (18), residents of Bhandaria village in Jasdan taluka.	ઈજાગ્રસ્તોની ઓળખ જસદણ તાલુકાના ભંડારિયા ગામના નિમુ સકારિયા (45) અને સ્મૃતિ જોશી (18) તરીકે થઈ છે.	[80, 90, 100]	90.0	[-0.037256004568229584, 0.3390614884388078, 0.6070119356946091]	0.30293913985506243
1375	Mumbai need to win each of their final five games to be in the play-offs.	પ્લે ઓફમાં પહોંચવા માટે મુંબઈને પોતાની છેલ્લી પાંચ મેચ જીતવી પડશે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1376	I hardly take time to get ready and it takes me seconds to choose my clothes.	મને તૈયાર થવામાં ભાગ્યે જ સમય લાગે છે અને મારા કપડાં પસંદ કરવામાં મને સેકન્ડ લાગે છે.	[80, 85, 90]	85.0	[-0.037256004568229584, 0.08037697409857304, 0.12599268513002365]	0.056371218220122365
1377	AHMEDABAD: Shahpur police on Wednesday arrested Sunil Damor, in-charge principal of Municipal English School near Shankar Bhuvan in Shahpur, in connection with rape of an eight-year-old student.	અમદાવાદઃ શાહપુર પોલીસે આઠ વર્ષની બાળકી સાથે બળાત્કારના કેસમાં બુધવારે શાહપુરમાં શંકર ભુવન નજીક મ્યુનિસિપલ ઈંગ્લિશ સ્કૂલના ઇન્ચાર્જ પ્રિન્સિપાલ સુનીલ દામોરની ધરપકડ કરી હતી.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
1378	It’s become such an important part of the city.	તે શહેરનો એક મહત્વનો ભાગ બની ગયો છે.	[50, 100, 100]	83.33333333333333	[-1.8947491098218585, 0.8564305171192773, 0.6070119356946091]	-0.143768885669324
1379	The Bharatiya Janata Party (BJP) has targeted Congress President Sonia Gandhi and Rahul Gandhi over the arrest.	ભારતીય જનતા પાર્ટીએ કોંગ્રેસ અધ્યક્ષ સોનિયા ગાંધી અને રાહુલ ગાંધી પર નિશાન સાધ્યું છે.	[50, 70, 70]	63.333333333333336	[-1.8947491098218585, -0.6956765689221313, -0.8360458159991471]	-1.142157164914379
1380	As per government estimate, sugarcane production in Gujarat would be 10 lakh tonne this year against 7 lakh tonne last year.	સરકારના અંદાજ મુજબ, ગુજરાતમાં આ વર્ષે શેરડીનું ઉત્પાદન 10 લાખ ટન થશે, જે ગયા વર્ષે 7 લાખ ટન હતું.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
1381	Police said that they removed the section of abduction from the FIR, added the murder section and arrested Kalpana.	પોલીસે કહ્યું હતું કે, તેમણે એફઆઈઆરમાંથી અપહરણની કલમને દૂર કરી હતી, હત્યાની કલમને ઉમેરી હતી અને કલ્પનાની ધરપકડ કરી હતી.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
1382	TOI has learnt that the coach has been training Sindhu and Saina at separate academies over the last few days as they are no longer comfortable training together.	ટીઓઆઈને જાણવા મળ્યું છે કે, કોચ છેલ્લા કેટલાક દિવસોથી સિંધુ અને સાઇનાને અલગ-અલગ એકેડેમીઓમાં તાલીમ આપી રહ્યા છે, કારણ કે બંને એક સાથે તાલીમ લેવા માટે હવે આરામદાયક નથી.	[70, 65, 70]	68.33333333333333	[-0.6564203729861059, -0.9543610832623659, -0.8360458159991471]	-0.8156090907492063
1383	﻿AHMEDABAD: The Ahmedabad Municipal Corporation has finally increased the parking charges on CG road by 166%.	અમદાવાદ મ્યુનિસિપલ કોર્પોરેશને સીજી રોડ પરની પાર્કિંગ ચાર્જમાં 166 ટકાનો વધારો કર્યો છે.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
1384	The situation may turn worse in the days to come.	આવનારા દિવસોમાં સ્થિતિ વધુ ખરાબ થઈ શકે છે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1385	The Book Café, which opened last year, has now become a popular hangout for locals to browse through the shelves over a cup of coffee or tea.	ગયા વર્ષે ખોલવામાં આવેલું પુસ્તક કાફે, હવે સ્થાનિક લોકો માટે એક કપ કોફી અથવા ચા પીવા માટે એક લોકપ્રિય હેન્ગઆઉટ બની ગયું છે.	[60, 100, 100]	86.66666666666667	[-1.2755847414039823, 0.8564305171192773, 0.6070119356946091]	0.06261923713663471
1386	So far the design, involving a turbine, has managed to yield nearly 2.5 kilowatts of power, said those aware of the research project.	અત્યાર સુધી આ ડિઝાઇનમાં ટર્બાઇન સામેલ છે, જેનાથી આશરે 2.5 કિલોવોટ વીજળી ઉત્પન્ન થઈ છે, એમ સંશોધન પ્રોજેક્ટ વિશે જાણકાર લોકોએ જણાવ્યું હતું.	[80, 75, 100]	85.0	[-0.037256004568229584, -0.43699205458189644, 0.6070119356946091]	0.04425462551482769
1387	The recovery rate was 94.95 % with 1,527 patients still undergoing treatment.	દર્દીઓ સાજા થવાનો દર વધીને 94.95% નોંધાયો છે જેમાંથી 1,527 દર્દીઓ હજુ પણ સારવાર હેઠળ છે.	[70, 90, 100]	86.66666666666667	[-0.6564203729861059, 0.3390614884388078, 0.6070119356946091]	0.09655101704910367
1388	Known for writing songs like 'Vaadaa Raha Sanam', he also penned lyrics for iconic movies like #Vijaypath & #Yaraana.	‘વાદા રહા સનમ’ જેવા ગીતો લખવા માટે જાણીતા તેમણે #વિજયપથ અને #યારાના જેવી આઇકોનિક ફિલ્મો માટે પણ ગીતો લખ્યા હતા.	[60, 70, 100]	76.66666666666667	[-1.2755847414039823, -0.6956765689221313, 0.6070119356946091]	-0.45474979154383477
1389	She was awarded Padma Vibhushan in 2016.	તેમને 2016માં પદ્મ વિભૂષણથી સન્માનિત કરવામાં આવ્યા હતા.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
1390	They couldn’t be more different.	તેઓ વધુ અલગ ન હોઈ શકે.	[100, 45, 100]	81.66666666666667	[1.2010727322675232, -1.989099140623305, 0.6070119356946091]	-0.060338157553724216
1391	The total number of vehicles registered in the state, which was 1.01 crore in 2007, rose to 2.38 crore in 2017 — a 135% increase in 10 years.	રાજ્યમાં નોંધાયેલા વાહનોની કુલ સંખ્યા 2007માં 1.01 કરોડ હતી, જે 2017માં વધીને 2.38 કરોડ થઈ ગઈ છે, જે 10 વર્ષમાં 135 ટકાનો વધારો દર્શાવે છે.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
1392	Job seekers will hear excellent news for a new job opportunity.	નોકરી કરવા માંગતા લોકોને નવી નોકરી માટે સારા સમાચાર મળી શકે છે.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
1393	“Some 20 cases related to those protesting against the release of “Padmaavat” have been registered in Gujarat and over 100 persons have been arrested.	ગુજરાતમાં ‘પદ્માવત’ની રજૂઆતનો વિરોધ કરનારાઓ સામે 20 કેસ નોંધાયા છે અને 100થી વધુ લોકોની ધરપકડ કરવામાં આવી છે.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
1394	﻿NEW DELHI: Delhi Police on Friday received the AIIMS medical board's 'advice' on the FBI lab report on viscera samples of Sunanda Pushkar, wife of Congress MP Shashi Tharoor, to identify the cause of her death.	નવી દિલ્હીઃ દિલ્હી પોલીસને શશી થરૂરની પત્ની સુનંદા પુષ્કરના વિસરા સેમ્પલ પર એફબીઆઈ લેબ રિપોર્ટ પર AIIMSના મેડિકલ બોર્ડની ‘સલાહ’ મળી છે.	[50, 55, 50]	51.666666666666664	[-1.8947491098218585, -1.4717301119428354, -1.7980843171283178]	-1.7215211796310037
1395	The banks weren’t part of negotiations but have the right to exit at the same price, he said.	તેમણે કહ્યું હતું કે, બેંકો વાટાઘાટોનો ભાગ નહોતી, પરંતુ સમાન ભાવે બહાર નીકળવાનો અધિકાર ધરાવે છે.	[90, 90, 100]	93.33333333333333	[0.5819083638496467, 0.3390614884388078, 0.6070119356946091]	0.5093272626610212
1396	Suicides among the professional or salaried persons particularly among those getting salary from private sector enterprises is also high (776).	વ્યવસાયિક અથવા પગારદાર વ્યક્તિઓમાં, ખાસ કરીને ખાનગી ક્ષેત્રના ઉદ્યોગોમાંથી પગાર મેળવતા લોકોમાં આત્મહત્યાનું પ્રમાણ પણ વધારે છે (6%).	[70, 65, 90]	75.0	[-0.6564203729861059, -0.9543610832623659, 0.12599268513002365]	-0.494929590372816
1397	Both have no travel history.	બંનેની કોઈ ટ્રાવેલ હિસ્ટ્રી નથી.	[70, 90, 100]	86.66666666666667	[-0.6564203729861059, 0.3390614884388078, 0.6070119356946091]	0.09655101704910367
1398	A fly on the wall says that Aamir and Anurag were reportedly discussing the subject.	દિવાલ પર એક ફ્લાય ઓન કહે છે કે આમિર અને અનુરાગ આ વિષય પર ચર્ચા કરી રહ્યા હતા.	[50, 35, 30]	38.333333333333336	[-1.8947491098218585, -2.5064681693037745, -2.760122818257489]	-2.3871133657943737
1399	Artists from across the country are participating in the exhibition.	આ પ્રદર્શનમાં દેશભરના કલાકારો ભાગ લઇ રહ્યા છે.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
1400	When police raided his flat, they found 40 ganja plants neatly placed in flower pots in two rooms.	જ્યારે પોલીસે તેમના ફ્લેટ પર દરોડા પાડ્યા તો તેમને બે રૂમમાં ફૂલના વાસણોમાં સુશોભિત 40 ગાંજાના છોડ મળ્યા હતા.	[90, 70, 100]	86.66666666666667	[0.5819083638496467, -0.6956765689221313, 0.6070119356946091]	0.1644145768740415
1401	According to the leader, a similar experiment was also successfully carried out in Delhi local bodies polls in 2017, where all the sitting councillors were denied tickets.	નેતાના જણાવ્યા અનુસાર, 2017માં દિલ્હી સ્થાનિક સ્વરાજની ચૂંટણીમાં પણ આવો જ પ્રયોગ સફળતાપૂર્વક હાથ ધરવામાં આવ્યો હતો, જેમાં તમામ વર્તમાન કાઉન્સિલરોને ટિકિટ આપવામાં આવી નહોતી.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1402	GANDHINAGAR: BJP president Amit Shah on Monday made it clear at the Gujarat Gaurav Mahasammelan in Bhat, Gandhinagar, that the party was seeking votes in the name of Prime Minister Narendra Modi to retain power in Gujarat.	ગાંધીનગરઃ ભારતીય જનતા પાર્ટીના રાષ્ટ્રીય અધ્યક્ષ અમિત શાહે સોમવારે ગાંધીનગરના ભટ ખાતે ગુજરાત ગૌરવ મહાસંમેલનમાં સ્પષ્ટ કર્યું હતું કે, ગુજરાતમાં સત્તા જાળવી રાખવા માટે પાર્ટી પ્રધાનમંત્રી નરેન્દ્ર મોદીના નામે મત માંગી રહી છે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1403	﻿DEHRADUN: Uttarakhand BJP lawmaker Ganesh Joshi, who has been accused of attacking a police horse, Shaktimaan, was on Friday sent to judicial custody for 14 days.	પોલીસ ઘોડા શક્તિમાન પર હુમલો કરવાના આરોપી ઉત્તરાખંડના ભાજપના ધારાસભ્ય ગણેશ જોશીને શુક્રવારે 14 દિવસની ન્યાયિક કસ્ટડીમાં મોકલી દેવામાં આવ્યા છે.	[70, 85, 100]	85.0	[-0.6564203729861059, 0.08037697409857304, 0.6070119356946091]	0.010322845602358743
1404	According to RTO sources, 340 licences have already been suspended and notices have been issued to the rest for hearing.	આરટીઓ સૂત્રોના જણાવ્યા અનુસાર 340 લાઇસન્સ પહેલાંથી જ સસ્પેન્ડ કરી દેવામાં આવ્યા છે અને બાકીના લાઇસન્સને સુનાવણી માટે નોટિસ આપવામાં આવી છે.	[90, 70, 100]	86.66666666666667	[0.5819083638496467, -0.6956765689221313, 0.6070119356946091]	0.1644145768740415
1405	"No face in the BJP is bad,"" said Punjab BJP chief and Union social justice minister Vijay Sampla."	પંજાબ ભાજપના પ્રમુખ અને કેન્દ્રીય સામાજિક ન્યાય મંત્રી વિજય સાંપલાએ કહ્યું, ભાજપમાં કોઈ ચહેરો ખરાબ નથી.	[90, 80, 100]	90.0	[0.5819083638496467, -0.1783075402416617, 0.6070119356946091]	0.3368709197675314
1406	﻿MUMBAI: Anant Ambani, son of billionaire Mukesh Ambani, has reportedly shed close to 70 kgs - almost half of what he weighed a few months back.	મુંબઈઃમુકેશ અંબાણીના પુત્ર અનંત અંબાણીએ લગભગ 70 કિલો વજન ઘટાડ્યું છે.	[50, 50, 50]	50.0	[-1.8947491098218585, -1.7304146262830702, -1.7980843171283178]	-1.8077493510777487
1407	It’s due ever since the introduction of BRTS in the city as there is a transport system but no matching parking space that can encourage citizens to park their vehicles and take the bus.	આ શહેરમાં બીઆરટીએસની શરૂઆત થઈ ત્યારથી જ છે કારણ કે ત્યાં પરિવહન વ્યવસ્થા છે પરંતુ કોઈ મેચિંગ પાર્કિંગની જગ્યા નથી જે નાગરિકોને તેમના વાહનો પાર્ક કરવા અને બસમાં બેસવા માટે પ્રોત્સાહિત કરી શકે.	[70, 60, 70]	66.66666666666667	[-0.6564203729861059, -1.2130455976026007, -0.8360458159991471]	-0.9018372621959513
1408	Upadhyay is accused of cheating Devraj Pandya of Rs21.8 lakh.	ઉપાધ્યાય પર દેવરાજ પંડ્યા સાથે 21.8 લાખ રૂપિયાની છેતરપિંડીનો આરોપ છે.	[100, 90, 100]	96.66666666666667	[1.2010727322675232, 0.3390614884388078, 0.6070119356946091]	0.7157153854669801
1409	Saira and Israfil kept meeting secretly, though.	જોકે, સાયરા અને ઇઝરાફિલ ગુપ્ત રીતે મળતા રહ્યા.	[100, 90, 100]	96.66666666666667	[1.2010727322675232, 0.3390614884388078, 0.6070119356946091]	0.7157153854669801
1410	They, however, want to study in different IIMs and pursue different careers in their lives.	પરંતુ તેઓ જુદી જુદી આઈઆઈએમમાં ભણવા માંગે છે અને પોતાની જિંદગીમાં જુદી જુદી કારકિર્દી બનાવવા માંગે છે.	[90, 75, 100]	88.33333333333333	[0.5819083638496467, -0.43699205458189644, 0.6070119356946091]	0.2506427483207865
1411	The half a dozen new temples are coming up in Illinois, New Jersey, Kentucky, Ohio and California.	ઇલિનોઇસ, ન્યૂ જર્સી, કેન્ટુકી, ઓહિયો અને કેલિફોર્નિયામાં અડધો ડઝન નવા મંદિરો બનાવવામાં આવી રહ્યા છે.	[90, 90, 100]	93.33333333333333	[0.5819083638496467, 0.3390614884388078, 0.6070119356946091]	0.5093272626610212
1412	Puja, who was playing the lead role in 'Maa Vaishnodevi', quit the show in June, citing personal reasons.	‘મા વૈષ્ણોદેવી’માં મુખ્ય ભૂમિકા ભજવનાર પૂજાએ જૂનમાં અંગત કારણોસર આ શો છોડી દીધો હતો.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
1413	Since October 2019, when home loan rates were linked to the repo rate, interest has been cut by 1.4 percentage points.	ઓક્ટોબર, 2019થી જ્યારે હોમ લોનના દરને રેપો રેટ સાથે જોડવામાં આવ્યા હતા, ત્યારથી વ્યાજમાં 1.4 ટકાનો ઘટાડો કરવામાં આવ્યો છે.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
1414	Manoj Gangal, the director of the city airport, could not be reached for comment.	શહેરના હવાઇમથકના નિદેશક મનોજ ગંગલનો ટિપ્પણી માટે સંપર્ક થઈ શક્યો ન હતો.	[90, 90, 100]	93.33333333333333	[0.5819083638496467, 0.3390614884388078, 0.6070119356946091]	0.5093272626610212
